	ID	Periode	IDRegent	IDFunctie	IDCollege	Begindag	Beginmaand	Beginjaar	Einddag	Eindmaand	Eindjaar	Vertegenwoordigend	provinciaal	Opmerkingen	stand	regio	lokaal
1518	4233	2	4637	1	72.0	6.0	7.0	1841.0	24.0	9.0	1850.0	0			1.0		
1519	4234	2	4638	1	72.0	4.0	7.0	1843.0	24.0	9.0	1850.0	0			1.0		
1520	4235	2	4639	1	72.0	6.0	7.0	1847.0	24.0	9.0	1850.0	0			1.0		
1521	4236	2	4640	1	72.0	6.0	7.0	1847.0	24.0	9.0	1850.0	0			1.0		
1522	4237	2	4641	1	72.0	9.0	9.0	1848.0	24.0	9.0	1850.0	0		Gekozen 1-6-1848.	1.0		
1523	4238	2	4642	1	72.0	13.0	7.0	1816.0	15.0	4.0	1837.0	0		Benoemd 2-12-1815.	3.0		4.0
1524	4239	2	4643	1	72.0	4.0	7.0	1821.0	27.0	10.0	1822.0	0			3.0		4.0
1525	4240	2	4644	1	72.0	8.0	7.0	1823.0	24.0	12.0	1829.0	0			3.0		4.0
1526	4241	2	4645	1	72.0	6.0	7.0	1830.0	8.0	2.0	1831.0	0		Nooit ter vergadering aanwezig geweest.	3.0		4.0
1527	4242	2	4646	1	72.0	5.0	7.0	1831.0			1835.0	0		Einddatum: mogelijk in 1834 overleden.	3.0		4.0
1528	4243	2	4647	1	72.0	7.0	7.0	1835.0			1849.0	0		Eind: ontslag (voor juni 1849).	3.0		4.0
1529	4244	2	4648	1	72.0	4.0	7.0	1837.0			1841.0	0		Eind: ontslag (president van de rechtbank, een met het Statenlidmaatschap onverenigbaar ambt).	3.0		4.0
1530	4245	2	4649	1	72.0	3.0	7.0	1849.0	24.0	9.0	1850.0	0			3.0		4.0
1531	4246	2	4650	1	72.0	3.0	7.0	1849.0	24.0	9.0	1850.0	0			3.0		4.0
1532	4247	2	4651	1	72.0	19.0	9.0	1814.0			1817.0	0		Einddatum: mogelijk in 1816 overleden.	3.0		37.0
1533	4248	2	4652	1	72.0	7.0	7.0	1817.0	1.0	7.0	1825.0	0			3.0		37.0
1534	4249	2	4653	1	72.0	5.0	7.0	1825.0	24.0	9.0	1850.0	0			3.0		37.0
1535	4250	2	4654	1	72.0	19.0	9.0	1814.0			1816.0	0			3.0		83.0
1536	4251	2	4655	1	72.0	13.0	7.0	1816.0	26.0	5.0	1832.0	0		Benoemd 2-12-1815.	3.0		83.0
1537	4252	2	4656	1	72.0	3.0	7.0	1832.0	1.0	7.0	1836.0	0			3.0		83.0
1538	4253	2	4657	1	72.0	4.0	7.0	1837.0			1841.0	0			3.0		83.0
1539	4254	2	4658	1	72.0	5.0	7.0	1842.0	24.0	9.0	1850.0	0			3.0		83.0
1540	4255	2	4659	1	72.0	4.0	7.0	1843.0	24.0	9.0	1850.0	0			3.0		84.0
1541	4256	2	4660	1	72.0	19.0	9.0	1814.0	2.0	1.0	1828.0	0			3.0		57.0
1542	4257	2	4661	1	72.0	19.0	9.0	1814.0	21.0	9.0	1839.0	0			3.0		57.0
1543	4258	2	4662	1	72.0	19.0	9.0	1814.0	22.0	5.0	1837.0	0			3.0		57.0
1544	4259	2	4663	1	72.0	13.0	7.0	1816.0	14.0	11.0	1839.0	0		Benoemd 2-12-1815.	3.0		57.0
1545	4260	2	4664	1	72.0	6.0	7.0	1824.0			1830.0	0		Einddatum: mogelijk in 1829 overleden.	3.0		57.0
1546	4261	2	4665	1	72.0	1.0	7.0	1828.0	20.0	10.0	1842.0	0			3.0		57.0
1547	4262	2	4666	1	72.0	6.0	7.0	1830.0	24.0	9.0	1850.0	0			3.0		57.0
1548	4263	2	4667	1	72.0	4.0	7.0	1837.0	27.0	2.0	1844.0	0			3.0		57.0
1549	4264	2	4668	1	72.0	7.0	7.0	1840.0	12.0	11.0	1843.0	0			3.0		57.0
1550	4265	2	4669	1	72.0	4.0	7.0	1843.0	24.0	9.0	1850.0	0			3.0		57.0
1551	4266	2	4670	1	72.0	2.0	7.0	1844.0	10.0	4.0	1849.0	0			3.0		57.0
1552	4267	2	4671	1	72.0	2.0	7.0	1844.0	24.0	9.0	1850.0	0			3.0		57.0
1553	4268	2	4672	1	72.0	7.0	7.0	1846.0	24.0	9.0	1850.0	0			3.0		57.0
1554	4269	2	4673	1	72.0	6.0	7.0	1818.0			1833.0	0		Einddatum: mogelijk in 1832 overleden.	3.0		85.0
1555	4270	2	4674	1	72.0	2.0	7.0	1833.0	24.0	9.0	1850.0	0			3.0		85.0
1556	4271	2	4675	1	72.0	4.0	11.0	1853.0			1860.0	0		Opvolger van de niet tot de vergadering toegelaten C.E. van Strijen. Einddatum ontslag (voor maart 1860).			77.0
1557	4272	2	4676	1	72.0	5.0	7.0	1853.0			1863.0	0					77.0
1558	4273	2	4677	1	72.0	3.0	7.0	1860.0	15.0	1.0	1868.0	0					77.0
1559	4274	2	4678	1	72.0	24.0	9.0	1850.0	1.0	7.0	1856.0	0					4.0
1560	4275	2	4679	1	72.0	24.0	9.0	1850.0	23.0	11.0	1852.0	0					4.0
1561	4276	2	4680	1	72.0	24.0	9.0	1850.0	23.0	11.0	1852.0	0					4.0
1562	4277	2	4681	1	72.0	24.0	9.0	1850.0	23.0	11.0	1852.0	0					4.0
1563	4278	2	4682	1	72.0	24.0	9.0	1850.0	23.0	11.0	1852.0	0					4.0
1564	4279	2	4683	1	72.0	24.0	9.0	1850.0	23.0	11.0	1852.0	0					4.0
1565	4280	2	4684	1	72.0	24.0	9.0	1850.0			1877.0	0					4.0
1566	4281	2	4685	1	72.0	7.0	10.0	1850.0	5.0	7.0	1853.0	0					4.0
1567	4282	2	4686	1	72.0	4.0	11.0	1851.0	3.0	7.0	1855.0	0					4.0
1568	4283	2	4687	1	72.0	5.0	7.0	1853.0	5.0	7.0	1859.0	0					4.0
1569	4284	2	4688	1	72.0	6.0	11.0	1855.0	7.0	7.0	1874.0	0					4.0
1570	4285	2	4689	1	72.0	3.0	7.0	1855.0	1.0	7.0	1862.0	0					4.0
1571	4286	2	4690	1	72.0	1.0	7.0	1856.0			1863.0	0					4.0
1572	4287	2	4691	1	72.0	5.0	7.0	1859.0	1.0	7.0	1862.0	0					4.0
1573	4288	2	4692	1	72.0	5.0	7.0	1859.0			1871.0	0					4.0
1574	4289	2	4693	1	72.0	5.0	7.0	1853.0			1887.0	0					86.0
1575	4290	2	4694	1	72.0	5.0	7.0	1853.0	3.0	3.0	1858.0	0					86.0
1576	4291	2	4695	1	72.0	3.0	11.0	1857.0			1866.0	0					86.0
1577	4292	2	4696	1	72.0	6.0	7.0	1858.0	27.0	4.0	1871.0	0					86.0
1578	4293	2	4697	1	72.0	6.0	7.0	1858.0			1874.0	0					86.0
1579	4294	2	4698	1	72.0	24.0	9.0	1850.0	1.0	7.0	1856.0	0					37.0
1580	4295	2	4699	1	72.0	24.0	9.0	1850.0	23.0	11.0	1852.0	0					37.0
1581	4296	2	4700	1	72.0	24.0	9.0	1850.0	6.0	11.0	1871.0	0					37.0
1582	4297	2	4701	1	72.0	24.0	9.0	1850.0	23.0	11.0	1852.0	0					37.0
1583	4298	2	4702	1	72.0	24.0	9.0	1850.0		9.0	1877.0	0		Eind: ontslag.			37.0
1584	4299	2	4703	1	72.0	24.0	9.0	1850.0	23.0	11.0	1852.0	0					37.0
1585	4300	2	4704	1	72.0	24.0	9.0	1850.0	5.0	7.0	1853.0	0					37.0
1586	4301	2	4705	1	72.0	24.0	9.0	1850.0	23.0	11.0	1852.0	0					37.0
1587	4302	2	4706	1	72.0	24.0	9.0	1850.0	23.0	11.0	1852.0	0					37.0
1588	4303	2	4707	1	72.0	5.0	7.0	1853.0			1857.0	0		Eind: ontslag (voor maart 1857).			37.0
1589	4304	2	4708	1	72.0	1.0	7.0	1856.0			1874.0	0					37.0
1590	4305	2	4709	1	72.0	17.0	3.0	1857.0		11.0	1867.0	0					37.0
1591	4306	2	4710	1	72.0	24.0	9.0	1850.0	5.0	7.0	1853.0	0					57.0
1592	4307	2	4711	1	72.0	24.0	9.0	1850.0	6.0	7.0	1880.0	0					57.0
1593	4308	2	4712	1	72.0	24.0	9.0	1850.0	17.0	2.0	1872.0	0					57.0
1594	4309	2	4713	1	72.0	24.0	9.0	1850.0	5.0	7.0	1859.0	0					57.0
1595	4310	2	4714	1	72.0	24.0	9.0	1850.0			1867.0	0					57.0
1596	4311	2	4715	1	72.0	24.0	9.0	1850.0	4.0	5.0	1860.0	0					57.0
1597	4312	2	4716	1	72.0	24.0	9.0	1850.0	1.0	1.0	1868.0	0					57.0
1598	4313	2	4717	1	72.0	5.0	7.0	1853.0	11.0	4.0	1855.0	0					57.0
1599	4314	2	4718	1	72.0	3.0	7.0	1855.0	4.0	7.0	1871.0	0					57.0
1600	4315	2	4719	1	72.0	1.0	7.0	1856.0	7.0	7.0	1874.0	0					57.0
1601	4316	2	4720	1	72.0	5.0	7.0	1859.0			1890.0	0					57.0
1602	4317	2	4721	1	72.0	5.0	7.0	1859.0	28.0	8.0	1889.0	0					57.0
1603	4318	2	3500	1	72.0	27.0	6.0	1815.0	25.0	9.0	1815.0	0	0.0	Benoemd 1-12-1814.	2.0	0.0	0.0
1604	4319	2	3318	1	72.0	27.0	6.0	1815.0	9.0	9.0	1817.0	0	0.0	Benoemd 1-12-1814.	2.0	0.0	0.0
1605	4320	2	3280	1	72.0	6.0	7.0	1818.0	28.0	8.0	1832.0	0	0.0		2.0	0.0	77.0
1606	4321	2	2881	1	72.0	1.0	7.0	1845.0	24.0	9.0	1850.0	0	0.0		2.0	0.0	77.0
1607	4322	2	4589	1	72.0	3.0	7.0	1849.0	24.0	9.0	1850.0	0	0.0		2.0	0.0	77.0
1608	4323	2	3265	1	72.0	6.0	7.0	1819.0	31.0	12.0	1824.0	0	0.0		2.0	0.0	78.0
1609	4324	2	4609	1	72.0	5.0	7.0	1825.0	13.0	12.0	1846.0	0	0.0		2.0	0.0	78.0
1610	4325	2	2783	1	72.0	3.0	7.0	1821.0	19.0	10.0	1830.0	0	0.0		2.0	0.0	79.0
1611	4326	2	4587	1	72.0	3.0	7.0	1821.0	1.0	7.0	1823.0	0	0.0	Lid geworden als plaatsvervanger van Buddingh, die 1-6-1820 gekozen werd maar bedankte.	2.0	0.0	81.0
1612	4327	2	4614	1	72.0	4.0	7.0	1843.0	23.0	12.0	1844.0	0	0.0		2.0	0.0	81.0
1613	4328	2	3211	1	72.0	19.0	9.0	1814.0	21.0	4.0	1829.0	0	0.0		2.0	0.0	82.0
1614	4329	2	3245	1	72.0	19.0	9.0	1814.0	24.0	9.0	1850.0	0	0.0		1.0	0.0	0.0
1615	4330	2	3505	1	72.0	19.0	9.0	1814.0	20.0	10.0	1840.0	0	0.0		1.0	0.0	0.0
1616	4331	2	2774	1	72.0	19.0	9.0	1814.0	18.0	10.0	1831.0	0	0.0		1.0	0.0	0.0
1617	4332	2	3310	1	72.0	19.0	9.0	1814.0	1.0	11.0	1828.0	0	0.0		1.0	0.0	0.0
1618	4333	2	3502	1	72.0	19.0	9.0	1814.0	19.0	10.0	1824.0	0	0.0		1.0	0.0	0.0
1619	4334	2	3306	1	72.0	27.0	6.0	1815.0	30.0	12.0	1837.0	0	0.0	Benoemd 1-12-1814.	1.0	0.0	0.0
1620	4335	2	3501	1	72.0	13.0	7.0	1816.0	20.0	10.0	1818.0	0	0.0	Benoemd 2-12-1815.	1.0	0.0	0.0
1621	4336	2	3803	1	72.0	6.0	7.0	1819.0	1.0	7.0	1823.0	0	0.0	Lid geworden als plaatsvervanger van W.E. de Perponcher Sedlnitsky.	1.0	0.0	0.0
1622	4337	2	4620	1	72.0	6.0	7.0	1819.0	28.0	2.0	1843.0	0	0.0		1.0	0.0	0.0
1623	4338	2	4628	1	72.0	2.0	7.0	1822.0			1828.0	0	0.0	Eind: ontslag.	1.0	0.0	0.0
1624	4339	2	3860	1	72.0	6.0	7.0	1830.0	10.0	4.0	1848.0	0	0.0	Gekozen 1828/1829 als opvolger van J.A. Taets van Amerongen.	1.0	0.0	0.0
1625	4340	2	3501	1	72.0	5.0	7.0	1831.0	1.0	9.0	1836.0	0	0.0		1.0	0.0	0.0
1626	4341	2	2884	1	72.0	4.0	7.0	1837.0	24.0	9.0	1850.0	0	0.0		1.0	0.0	0.0
1627	4342	2	3532	1	72.0	1.0	7.0	1845.0		2.0	1847.0	0	0.0		1.0	0.0	0.0
1628	4343	2	3270	1	72.0	19.0	9.0	1814.0	8.0	11.0	1820.0	0	0.0		3.0	0.0	4.0
1629	4344	2	3276	1	72.0			1814.0			1815.0	0	0.0	Benoemd 5-10-1814, maar nooit ter vergadering aanwezig geweest.	3.0	0.0	4.0
1630	4345	2	3531	1	72.0	6.0	7.0	1841.0	16.0	2.0	1849.0	0	0.0		3.0	0.0	4.0
1631	4346	2	3233	1	72.0	19.0	9.0	1814.0			1827.0	0	0.0	Eind: ontslag (voor juni 1827).	3.0	0.0	84.0
1632	4347	2	3506	1	72.0	3.0	7.0	1827.0	18.0	10.0	1842.0	0	0.0		3.0	0.0	84.0
1633	4348	2	3281	1	72.0	19.0	9.0	1814.0			1816.0	0	0.0		3.0	0.0	57.0
1634	4349	2	3303	1	72.0	19.0	9.0	1814.0	14.0	4.0	1818.0	0	0.0		3.0	0.0	57.0
1635	4350	2	3250	1	72.0	27.0	6.0	1815.0	1.0	7.0	1820.0	0	0.0	Benoemd 1-12-1814.	3.0	0.0	57.0
1636	4351	2	4584	1	72.0	6.0	7.0	1818.0	1.0	7.0	1827.0	0	0.0		3.0	0.0	57.0
1637	4352	2	3224	1	72.0	4.0	7.0	1820.0	18.0	3.0	1824.0	0	0.0		3.0	0.0	57.0
1638	4353	2	4587	1	72.0	3.0	7.0	1827.0	24.0	9.0	1850.0	0	0.0		3.0	0.0	57.0
1639	4354	2	3507	1	72.0	7.0	7.0	1840.0	14.0	11.0	1845.0	0	0.0		3.0	0.0	57.0
1640	4355	2	3507	1	72.0	3.0	7.0	1849.0	24.0	9.0	1850.0	0	0.0		3.0	0.0	57.0
1641	4356	2	3226	1	72.0			1814.0			1818.0	0	0.0	Benoemd 29-8-1814, maar nooit ter vergadering aanwezig geweest.	3.0	0.0	85.0
1642	5591	3	6459	1	77.0	22.0	12.0	1840.0	1.0	12.0	1846.0	0			3.0		3.0
1643	5592	3	6460	1	77.0	22.0	12.0	1840.0	1.0	7.0	1847.0	0			3.0		3.0
1644	5593	3	6461	1	77.0	22.0	12.0	1840.0	7.0	12.0	1844.0	0			3.0		3.0
1645	5594	3	6462	1	77.0	6.0	7.0	1841.0	9.0	9.0	1850.0	0			3.0		3.0
1646	5595	3	6463	1	77.0	1.0	7.0	1845.0	9.0	9.0	1850.0	0			3.0		3.0
1647	5596	3	6464	1	77.0	24.0	3.0	1846.0	9.0	9.0	1850.0	0			3.0		3.0
1648	5597	3	6465	1	77.0	24.0	3.0	1846.0	16.0	2.0	1847.0	0			3.0		3.0
1649	5598	3	6466	1	77.0	6.0	7.0	1847.0	18.0	4.0	1848.0	0		Eind: ontslag.	3.0		3.0
1650	5599	3	6467	1	77.0	19.0	1.0	1847.0	27.0	10.0	1849.0	0			3.0		3.0
1651	5600	3	6468	1	77.0	6.0	7.0	1847.0	9.0	9.0	1850.0	0			3.0		3.0
1652	5601	3	6469	1	77.0	4.0	7.0	1848.0	9.0	9.0	1850.0	0			3.0		3.0
1653	5602	3	6470	1	77.0	3.0	7.0	1849.0	9.0	9.0	1850.0	0			3.0		3.0
1654	5603	3	6471	1	77.0	26.0	2.0	1850.0	9.0	9.0	1850.0	0			3.0		3.0
1655	5604	3	6472	1	77.0	22.0	12.0	1840.0	9.0	9.0	1850.0	0			3.0		19.0
1656	5605	3	6473	1	77.0	22.0	12.0	1840.0	9.0	9.0	1850.0	0			3.0		142.0
1657	5606	3	6474	1	77.0	6.0	4.0	1841.0	9.0	9.0	1850.0	0			3.0		142.0
1658	5607	3	6475	1	77.0	22.0	12.0	1840.0	9.0	9.0	1850.0	0			3.0		29.0
1659	5608	3	6476	1	77.0	22.0	12.0	1840.0	9.0	9.0	1850.0	0			3.0		29.0
1660	5609	3	6477	1	77.0	6.0	7.0	1847.0	9.0	9.0	1850.0	0			3.0		29.0
1661	5610	3	6478	1	77.0	22.0	12.0	1840.0	9.0	9.0	1850.0	0			3.0		36.0
1662	5611	3	6479	1	77.0	24.0	3.0	1846.0	9.0	9.0	1850.0	0			3.0		36.0
1663	5612	3	6480	1	77.0	22.0	2.0	1848.0	1.0	7.0	1849.0	0		Metterwoon naar het buitenland vertrokken.	3.0		36.0
1664	5613	3	6481	1	77.0	19.0	1.0	1847.0	9.0	9.0	1850.0	0			3.0		144.0
1665	5614	3	6482	1	77.0	22.0	12.0	1840.0	9.0	9.0	1850.0	0			3.0		146.0
1666	5615	3	6483	1	77.0	6.0	7.0	1847.0	9.0	9.0	1850.0	0			3.0		149.0
1667	5616	3	6484	1	77.0	22.0	12.0	1840.0	10.0	3.0	1843.0	0			3.0		60.0
1668	5617	3	6485	1	77.0	22.0	12.0	1840.0	9.0	9.0	1850.0	0			3.0		60.0
1669	5618	3	6486	1	77.0	3.0	7.0	1849.0	9.0	9.0	1850.0	0			3.0		60.0
1670	5619	3	6487	1	77.0	1.0	10.0	1850.0	5.0	7.0	1853.0	0		In 1850 aanvankelijk niet tot de vergadering toegelaten.			1.0
1671	5620	3	6488	1	77.0	5.0	11.0	1850.0	5.0	7.0	1853.0	0					1.0
1672	5621	3	6489	1	77.0	5.0	11.0	1850.0	5.0	7.0	1853.0	0					1.0
1673	5622	3	6490	1	77.0	4.0	11.0	1856.0	21.0	4.0	1869.0	0					1.0
1674	5623	3	6491	1	77.0	4.0	6.0	1858.0	4.0	7.0	1871.0	0					1.0
1675	5624	3	6492	1	77.0	24.0	9.0	1850.0	3.0	7.0	1883.0	0					3.0
1676	5625	3	6493	1	77.0	24.0	9.0	1850.0	7.0	7.0	1868.0	0					3.0
1677	5626	3	6494	1	77.0	24.0	9.0	1850.0	1.0	7.0	1868.0	0					3.0
1678	5627	3	6495	1	77.0	24.0	9.0	1850.0			1864.0	0		Eind: ontslag.			3.0
1679	5628	3	6496	1	77.0	24.0	9.0	1850.0	1.0	7.0	1851.0	0					3.0
1680	5629	3	6497	1	77.0	9.0	9.0	1850.0			1861.0	0		Eind: ontslag.			3.0
1681	5630	3	6498	1	77.0	9.0	9.0	1850.0			1856.0	0					3.0
1682	5631	3	6499	1	77.0	9.0	9.0	1850.0	25.0	11.0	1865.0	0					3.0
1683	5632	3	6500	1	77.0	9.0	9.0	1850.0	3.0	7.0	1877.0	0					3.0
1684	5633	3	6501	1	77.0	9.0	9.0	1850.0			1877.0	0		Werd in 1850 voor de stedelijke stand (Amsterdam) gekozen als opvolger van P. van Lennep.			3.0
1685	5634	3	6502	1	77.0	9.0	9.0	1850.0	31.0	5.0	1854.0	0					3.0
1686	5635	3	6503	1	77.0	9.0	9.0	1850.0	4.0	7.0	1865.0	0					3.0
1687	5636	3	6504	1	77.0	9.0	9.0	1850.0			1874.0	0		Eind: ontslag.			3.0
1688	5637	3	6505	1	77.0	9.0	9.0	1850.0	25.0	6.0	1852.0	0					3.0
1689	5638	3	6506	1	77.0	9.0	9.0	1850.0			1866.0	0					3.0
1690	5639	3	6507	1	77.0	9.0	9.0	1850.0	5.0	7.0	1853.0	0					3.0
1691	5640	3	6508	1	77.0	9.0	9.0	1850.0	26.0	6.0	1865.0	0					3.0
1692	5641	3	6509	1	77.0	24.0	9.0	1850.0	2.0	10.0	1851.0	0					3.0
1693	5642	3	6510	1	77.0	6.0	2.0	1852.0	3.0	7.0	1883.0	0					3.0
1694	5643	3	6511	1	77.0	30.0	3.0	1852.0	1.0	7.0	1868.0	0					3.0
1695	5644	3	6512	1	77.0	30.0	3.0	1852.0	23.0	6.0	1866.0	0					3.0
1696	5645	3	6513	1	77.0	2.0	11.0	1852.0	14.0	4.0	1864.0	0					3.0
1697	5646	3	6514	1	77.0	1.0	11.0	1853.0	1.0	7.0	1856.0	0					3.0
1698	5647	3	6515	1	77.0	1.0	11.0	1853.0	4.0	7.0	1871.0	0					3.0
1699	5648	3	6516	1	77.0	5.0	7.0	1853.0	4.0	7.0	1871.0	0					3.0
1700	5649	3	6517	1	77.0	1.0	11.0	1853.0	24.0	6.0	1855.0	0					3.0
1701	5650	3	6518	1	77.0	4.0	7.0	1854.0	7.0	7.0	1868.0	0					3.0
1702	5651	3	6519	1	77.0	4.0	7.0	1854.0			1858.0	0		Eind: ontslag.			3.0
1703	5652	3	6520	1	77.0	4.0	7.0	1854.0	4.0	7.0	1865.0	0					3.0
1704	5653	3	6521	1	77.0	1.0	7.0	1856.0	1.0	7.0	1868.0	0					3.0
1705	5654	3	6522	1	77.0	1.0	7.0	1856.0			1874.0	0					3.0
1706	5655	3	6523	1	77.0	1.0	7.0	1856.0			1873.0	0					3.0
1707	5656	3	6524	1	77.0	1.0	11.0	1856.0	4.0	7.0	1871.0	0					3.0
1708	5657	3	6525	1	77.0	4.0	6.0	1858.0	4.0	7.0	1871.0	0					3.0
1709	5658	3	6526	1	77.0	2.0	11.0	1858.0	3.0	7.0	1877.0	0					3.0
1710	5659	3	6527	1	77.0	1.0	11.0	1859.0	3.0	7.0	1877.0	0					3.0
1711	5660	3	6528	1	77.0	5.0	7.0	1859.0	19.0	5.0	1867.0	0					3.0
1712	5661	3	6529	1	77.0	6.0	11.0	1860.0			1867.0	0		Eind: ontslag.			3.0
1713	5662	3	6530	1	77.0	1.0	7.0	1862.0			1874.0	0		Gekozen in 1861 als opvolger van J.A. Jolles.			3.0
1714	5663	3	6531	1	77.0	5.0	7.0	1853.0			1854.0	0		Eind: ontslag. Nooit ter vergadering aanwezig geweest.			124.0
1715	5664	3	6532	1	77.0	18.0	7.0	1854.0	19.0	12.0	1859.0	0					124.0
1716	5665	3	6533	1	77.0	4.0	6.0	1858.0	7.0	7.0	1880.0	0					124.0
1717	5666	3	6534	1	77.0	3.0	7.0	1860.0	27.0	3.0	1870.0	0					124.0
1718	5667	3	6535	1	77.0	24.0	9.0	1850.0	5.0	7.0	1853.0	0					19.0
1719	5668	3	6536	1	77.0	5.0	7.0	1853.0	3.0	7.0	1883.0	0					19.0
1720	5669	3	6537	1	77.0	3.0	2.0	1857.0	19.0	6.0	1878.0	0					19.0
1721	5670	3	6538	1	77.0	3.0	11.0	1857.0	25.0	11.0	1888.0	0					142.0
1722	5671	3	6539	1	77.0	6.0	11.0	1860.0		7.0	1886.0	0					142.0
1723	5672	3	6540	1	77.0	24.0	9.0	1850.0	25.0	9.0	1861.0	0					29.0
1724	5673	3	6541	1	77.0	24.0	9.0	1850.0	16.0	1.0	1888.0	0					29.0
1725	5674	3	6542	1	77.0	24.0	9.0	1850.0		6.0	1858.0	0					29.0
1726	5675	3	6543	1	77.0	22.0	2.0	1853.0			1856.0	0		Salvador hield op lid der Staten te zijn, als veroordeeld tot verlies van burgerschapsrechten.			29.0
1727	5676	3	6544	1	77.0	1.0	7.0	1862.0			1868.0	0		Gekozen in 1861 als opvolger van P. Elias.			29.0
1728	5677	3	6545	1	77.0	1.0	7.0	1856.0			1881.0	0					36.0
1729	5678	3	6546	1	77.0	20.0	11.0	1856.0			1910.0	0					153.0
1730	5679	3	6547	1	77.0	4.0	6.0	1858.0	6.0	7.0	1880.0	0					146.0
1731	5680	3	6548	1	77.0	3.0	7.0	1860.0	3.0	1.0	1862.0	0					146.0
1732	5681	3	6549	1	77.0	3.0	7.0	1855.0	1.0	2.0	1869.0	0		Op 27-3-1855 niet tot de vergadering toegelaten.			136.0
1733	5682	3	6550	1	77.0	1.0	11.0	1859.0	11.0	6.0	1879.0	0					136.0
1734	5683	3	6551	1	77.0	5.0	7.0	1853.0	4.0	7.0	1871.0	0					149.0
1735	5684	3	6552	1	77.0	5.0	7.0	1853.0	19.0	8.0	1881.0	0					149.0
1736	5685	3	6553	1	77.0	24.0	9.0	1850.0	5.0	7.0	1853.0	0					60.0
1737	5686	3	6554	1	77.0	26.0	11.0	1850.0	5.0	7.0	1853.0	0					60.0
1738	5687	3	6555	1	77.0	24.0	9.0	1850.0	5.0	7.0	1853.0	0					60.0
1739	5688	3	6556	1	77.0	9.0	9.0	1850.0	7.0	5.0	1868.0	0					60.0
1740	5689	3	6289	1	77.0	22.0	12.0	1840.0	1.0	7.0	1849.0	0	0.0		2.0	0.0	117.0
1741	5690	3	6292	1	77.0	22.0	12.0	1840.0	1.0	7.0	1845.0	0	0.0		2.0	0.0	118.0
1742	5691	3	3573	1	77.0	6.0	4.0	1841.0	9.0	9.0	1850.0	0	0.0	De gekozen J. Koster nam de benoeming niet aan.	2.0	0.0	118.0
1743	5692	3	6298	1	77.0	22.0	12.0	1840.0	11.0	1.0	1849.0	0	0.0		2.0	0.0	120.0
1744	5693	3	3313	1	76.0	6.0	7.0	1819.0	22.0	12.0	1840.0	0	0.0		2.0	0.0	122.0
1745	5694	3	3313	1	77.0	22.0	12.0	1840.0	1.0	7.0	1847.0	0	0.0		2.0	0.0	122.0
1746	5695	3	6439	1	77.0	4.0	7.0	1848.0	9.0	9.0	1850.0	0	0.0	Gekozen 1-6-1847.	2.0	0.0	122.0
1747	5696	3	6304	1	77.0	22.0	12.0	1840.0	30.0	1.0	1845.0	0	0.0		2.0	0.0	124.0
1748	5697	3	6310	1	77.0	22.0	12.0	1840.0	8.0	6.0	1846.0	0	0.0		2.0	0.0	127.0
1749	5698	3	2867	1	77.0	22.0	12.0	1840.0	15.0	2.0	1849.0	0	0.0		2.0	0.0	131.0
1750	5699	3	3572	1	77.0	22.0	12.0	1840.0			1849.0	0	0.0		2.0	0.0	136.0
1751	5700	3	6329	1	77.0	22.0	12.0	1840.0	9.0	9.0	1850.0	0	0.0		2.0	0.0	137.0
1752	5701	3	3214	1	77.0	22.0	12.0	1840.0	9.0	9.0	1850.0	0	0.0		2.0	0.0	138.0
1753	5702	3	3873	1	77.0	22.0	12.0	1840.0		3.0	1848.0	0	0.0		2.0	0.0	138.0
1754	5703	3	6358	1	77.0	22.0	12.0	1840.0	9.0	9.0	1850.0	0	0.0		1.0	0.0	0.0
1755	5704	3	6345	1	77.0	22.0	12.0	1840.0	9.0	9.0	1850.0	0	0.0		1.0	0.0	0.0
1756	5705	3	6303	1	77.0	22.0	12.0	1840.0	9.0	9.0	1850.0	0	0.0		1.0	0.0	0.0
1757	5706	3	2871	1	77.0	22.0	12.0	1840.0	9.0	9.0	1850.0	0	0.0		1.0	0.0	0.0
1758	5707	3	6355	1	77.0	22.0	12.0	1840.0	9.0	9.0	1850.0	0	0.0		1.0	0.0	0.0
1759	5708	3	6309	1	77.0	22.0	12.0	1840.0	9.0	9.0	1850.0	0	0.0		1.0	0.0	0.0
1760	5709	3	6328	1	77.0	22.0	12.0	1840.0	9.0	9.0	1850.0	0	0.0		3.0	0.0	1.0
1761	5710	3	2718	1	77.0	6.0	4.0	1841.0	11.0	11.0	1841.0	0	0.0	Benoemd 11-11-1840.	3.0	0.0	3.0
1762	5711	3	6367	1	77.0	22.0	12.0	1840.0	9.0	9.0	1850.0	0	0.0		3.0	0.0	3.0
1763	5712	3	3236	1	77.0	22.0	12.0	1840.0	9.0	9.0	1850.0	0	0.0		3.0	0.0	3.0
1764	5713	3	6285	1	77.0	22.0	12.0	1840.0	1.0	7.0	1843.0	0	0.0		3.0	0.0	3.0
1765	5714	3	3169	1	77.0	22.0	12.0	1840.0	14.0	12.0	1849.0	0	0.0		3.0	0.0	3.0
1766	5715	3	6373	1	77.0	6.0	4.0	1841.0	19.0	5.0	1850.0	0	0.0	Benoemd 11-11-1840.	3.0	0.0	3.0
1767	5716	3	6376	1	77.0	22.0	12.0	1840.0	18.0	4.0	1848.0	0	0.0	Eind: ontslag.	3.0	0.0	3.0
