	IDRegent	Geslachtsnaam	Tussenvoegsel	IDAdellijkeTitel	IDAcademischeTitel	Voornaam	Adel	Adelspredikaat	Heerlijkheid	Heerlijkheid2	Geboortejaar	OnbepaaldGeboortedatum	Overlijdensjaar	OnbepaaldOverlijdensdatum	Opmerkingen	Periode	overlijdensdag	overlijdensmaand	Opmerkingen2
909	1076	Kempenaer	de	1	1	Daniël	0					0		0		9			
910	1077	Beaufort	de	1	1	J.M.	0					0		0		9			
911	1078	Kutsch		1	1	Gabriël	0					0		0		9			
912	1079	Wijckel	Saaksma van	1	1	Johannes	0					0		0		9			
913	1081	Marssum		1	3	Theodorus	0					0		0		9			
914	1083	Sminia	van	1	4	Jetze	0				1703.0	0	1771	0		9	7.0	8.0	
915	1087	Boelens	van	1	3	Tjerk	0					0	1673	0	Overig: was grietman van Achtkarspelen 1670-1673.	9	29.0	4.0	
916	1089	Coehoorn		1	1	Johannes	0					0		0		9			
917	1091	Sloterdijk	van	1	1	Daniel	0				1717.0	0	1779	0		9	8.0	2.0	
918	1092	Scheltinga	van	1	1	Pierius	0				1741.0	0	1809	0		9	3.0	7.0	
919	1096	Aitsma	Scheltens van	1	4	Meynart	0				1567.0	0	1649	0		9	2.0	9.0	
920	1107	Canter		1	4	Franciscus	1				1624.0	0	1679	0		9	17.0	2.0	
921	1111	Idsinga	van	1	1	Alef Mathijsz.	0				1663.0	0	1738	0		9	4.0	12.0	
922	1113	Beyma	van	1	1	Coert Juliusz.	0				1681.0	0	1748	0		9	29.0	10.0	
923	1116	Idsinga	van	1	1	Saco Alefsz.	0				1693.0	1	1732	0		9	22.0	2.0	
924	1118	Haer	van der	1	4	Bonefacius	0				1725.0	0	1762	0		9	19.0	4.0	
925	1123	Kann		1	4	Anthonius	0					0	1678	1	Persoonsgegevens: mogelijk overleden begin 1679.	9			
926	1124	Beucker		1	4	Johannes	0				1650.0	0	1723	0		9	24.0	1.0	
927	1125	Beucker		1	4	Johannes	0				1680.0	0	1742	0		9	1.0	6.0	
928	1128	Wielandt		1	4	Thomas	0				1742.0	0	1823	0		9	9.0	5.0	
929	1130	Crabbe		1	1	Gerrit	0					0	1617	0	Overig: uit Groningen.	9			
930	1132	Redeker		1	1	Jan	0					0		0		9			
931	1134	Hulten	van	1	1	Lucas	0					0	1699	0	Persoonsgegevens: overleden vóór 10 juli 1699 (mogelijk in een eerder jaar).	9			
932	1135	Beucker		1	4	Johannes Arnold	0					0	1781	0		9			Persoonsgegevens: overleden vóór 17 september 1781.
933	1136	Bruinsma		1	1		0					0		0		9			
934	1140	Bootsma	van	1	1	Epe	1					0		0	Persoonsgegevens: wordt genoemd in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 43 en II, 38, maar zonder leefjaren.	9			
935	1121	Scheltinga		1	4	Theodorus	0				1560.0	1	1628	0	Persoonsgegevens: Vries geeft einddatum als procureur-generaal van het Hof van Friesland 14 maart 1628, maar Nederland's Adelsboek geeft overlijden 2 maart.	9	2.0	3.0	
936	3			1	1	Paulus	0					0	1516	1		9			
937	1028	Eysinga	van	1	1	Frans	1				1594.0	0	1661	0	Overig: was grietman van Tietjerksteradeel 1622-1656. Nieuw Nederlandsch Biografisch Woordenboek noemt hem lid van Gedeputeerde Staten van Friesland, maar dat wordt door andere bronnen niet bevestigd.	9	3.0	9.0	
938	1142	Eysinga	van	1	1	Julius	1				1563.0	1	1631	0	Persoonsgegevens: het is onzeker of de in De Haan Hettema en Nieuw Nederlandsch Biografisch Woordenboek genoemde persoon identiek is aan de gecommitteerde in de Raad van State. De Haan vermeldt in dit tijdvak twee personen met de naam 'Juw/Julius van Eysinga'. De hier genoemde volgde een militaire carrière; zitting in de Raad van State wordt niet vermeld. De tweede echter, overleden in 1649, geboortejaar onbekend, moet te jong zijn geweest om in 1601 zitting te hebben gehad in de Raad van State, daar zijn ouders in 1587 trouwden.	9	4.0	5.0	
939	282	Amama		1	1	Jo(h)annes Hernes	0					0		0		9			
940	669	Andringa	van	1	1	Tinco	0					0	1619	0	Overig: was grietman van Utingeradeel 1613-1619.	9	14.0	2.0	
941	950	Andringa		1	1	S? (of F?)	0					0		0		9			
942	285	Andringa	van	1	1	Jelle	0					0	1612	0	Overig: was grietman van Utingeradeel 1601-1612.	9	30.0	9.0	
943	290	Arents		1	1	Willem	0					0		0		9			
944	303	Aylva	van	1	1	Johan	1					0	1660	0	"Persoonsgegevens: geboren in of vóór 1614.
Overig: was grietman van Hemelumer Oldeferd 1641-1660."	9			
945	1063	Aylva	van	1	1	Tjaerd	1					0		0	Persoonsgegevens: M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) noemt meerdere personen met deze naam in deze periode, zonder dat duidelijk is wie de hier bedoelde is.	9			
946	698	Aylva	Meckema van	1	1	Sippe	1		Tammingaborg	Hornhuizen, Kloosterburen		0	1669	0	Overig: was grietman van Tietjerksteradeel 1656-1669.	9			
947	304	Aylva	van	1	1	Sjoerd	1					0	1641	1	"Persoonsgegevens: het jaar van overlijden is mogelijk 1640, zoals in De Nederlandsche Leeuw (maar gezien de benoeming in Gedeputeerde Staten van Friesland is begin 1641 waarschijnlijker).
Overig: was grietman van Hemelumer Oldeferd 1626-1641. De Nederlandsche Leeuw geeft nog zitting in Gedeputeerde Staten 1632 en 1639, maar daarvoor is elders geen bewijs aangetroffen."	9			
948	527	Aysma	van	1	1	Hessel	1					0		0	Persoonsgegevens: M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 243-245 vermeldt verschillende personen met deze naam, zonder dat duidelijk is wie de hier bedoelde is, en of alle hier vermelde bovenlokale functies bij één en dezelfde persoon horen.	9			
949	314	Aysma		1	1	Hessel Lywesz.	1					0		0	Overig: wordt genoemd in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) II, 165, maar zonder leefjaren.	9			
950	249	Baerdt		1	4	Hobbe Sjoerdsz.	0					0	1591	0		9	9.0	6.0	
951	932	Banga		1	1	J.	0					0		0		9			
952	961	Beyma	van	1	1	Jacob	0					0		0	Persoonsgegevens: wordt genoemd in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 35 en II, 34, maar zonder leefjaren.	9			
953	325	Beyma	van	1	4	Johan	0					0	1647	0		9			
954	328	Bloemendaell		1	1	Jan Willemsz.	0					0		0		9			
955	138	Boner		1	4	Everardus	0					0	1639	0		9			Persoonsgegevens: overleden vóór 4 april.
956	502	Boner		1	1	Eco Evertsz.	0					0		0	Persoonsgegevens: wordt genoemd in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 369 en II, 257, maar zonder leefjaren.	9			
957	923	Brongersma		1	1	Hillebrant	0					0	1668	0	Overig: was burgemeester van Leeuwarden 1664-1668, maar had geen zitting in de vroedschap.	9			
958	509	Burmania	van	1	1	Taecke	1				1560.0	0		0	Persoonsgegevens: wordt genoemd in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 59 en 42, maar zonder leefjaren.	9			
959	359	Burmania	van	1	1	Upcke	1					0		0	Persoonsgegevens: wordt genoemd in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 59 en II, 42, maar zonder leefjaren. Waarschijnlijk identiek met de in Nieuw Nederlandsch Biografisch Woordenboek 7, 250 genoemde, overleden in 1615.	9			
960	360	Burmania	van	1	1	Upcke	1					0	1673	0	Overig: was grietman van Wonseradeel 1664-1673.	9	18.0	6.0	
961	76	Burmania	van	1	4	Upcke	1					0	1557	0		9			
962	498	Cammingha	van	1	1	Wijtze	1					0	1606	0		9			
963	364	Cammingha	van	1	1	Watze	1					0		0	Persoonsgegevens: M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 76 en 77 geeft twee personen met deze naam, waarbij onduidelijk is welke van hen de hier genoemde is.	9			
964	65	Cammingha	van	1	1	Wytze	1					0	1533	0		9			
965	584	Canter	van	1	1	Jan Poppe Andreae	1	jonkheer				0		0		9			
966	368	Cathius		1	1	Jan Hubertsz.	0					0	1593	0	Persoonsgegevens: wordt genoemd in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 276 en II, 186, maar zonder leefjaren. Zijn nakomelingen noemden zich Cathuis of Catzius.	9			
967	1137	Clant	van	1	1	Johannes	0					0	1615	0	"Persoonsgegevens: de identificatie van de grietman in Baerdt van Sminia met de gecommitteerde in de Admiraliteit van Friesland is onzeker.
Overig: was grietman van Doniawerstal 1610-1615."	9		8.0	
968	1048	Coppens		1	1	Johan	0					0		0		9			
969	373	Crack		1	1	Hippolytus Roelofsz.	0					0	1626	0	Overig: was grietman van Engwirden 1605-1626.	9	17.0	10.0	
970	96	Dekema	van	1	1	Julius	0					0	1580	0		9			
971	379	Dompselaar		1	1	Henricus	0					0		0		9			
972	381	Donia	(Harinxma) van	1	1	Keympe	0				1593.0	0		0	Persoonsgegevens: heette eerst Syds van Donia.	9			
973	32	Drachsdorf	von	1	1	Veit	0					0	1526	0		9			
974	1103	Faber		1	1	Wopke Teunisz.	0					0	1652	0	Persoonsgegevens: overleden vóór 22 april 1652 (mogelijk dus eerder dan 1652).	9			
975	1105	Faber		1	1	Teunis	0					0		0		9			
976	402	Feytsma	van	1	1	Jelger	0					0	1620	0	"Persoonsgegevens: de identificatie van het lid van Gedeputeerde Staten van Friesland 1581-1586 met deze persoon niet geheel zeker; De Haan Hettema I, 115 en II, 74 noemt nog een Jelger Feytsma, die in 1621 overleden zou zijn.
Overig: was grietman van 't Bildt 1609-1620."	9	13.0	9.0	
977	1088	Fockens		1	1	Sako	0				1634.0	0	1665	0	Overig: was grietman van Lemsterland in 1665.	9	13.0	12.0	
978	406	Fockesz.		1	1	Sjoerd	0					0		0		9			
979	980	Gerryts		1	1	Piter	0					0		0		9			
980	968	Goorle	van	1	1	David	0					0		0		9			
981	1034	Grovestins	van	1	1	Frederik	1					0		0	Persoonsgegevens: is mogelijk identiek aan Frederik Sirtema van Grovestins (overleden in 1669), elders in deze database.	9			
982	159	Grovestins	van	1	1	Sicco	1					0	1665	0	Overig: was grietman van Hennaarderadeel 1639-1647.	9	16.0	9.0	
983	37	Grumbach	von	1	1	Fritz	0					0	1541	0		9		1.0	
984	34	Grumbach	von	1	1	Hans	0					0	1515	1		9			
985	894	Haersma	van	1	1	Arent	0					0		0	Persoonsgegevens: niet duidelijk welke Arent van Haersma gecommitteerde in de Admiraliteit op de Maze is geweest. Arent Aulus (1702-1737, elders in deze database) was in deze periode raadsheer in het Hof van Friesland, Arent (1695-1740, elders in deze database) lid van Gedeputeerde Staten van Friesland. M. de Haan Hettema, en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) geeft geen alternatief voor deze twee.	9			
986	919	Haersma	van	1	1	Arent Eerckes	0					0		0	Overig: was grietman van Smallingerland 1625-1637.	9			
987	670	Hannema		1	1	Jacob Binckes	0					0		0	Persoonsgegevens: wordt genoemd in Nederland's Patriciaat 18 (1928) 314, maar zonder leefjaren.	9			
988	1084	Harderwijk	van	1	1	Arent	0					0		0		9			
989	460	Harinxma	van	1	1	Juw	1				1607.0	0		0		9			
990	121	Harinxma	van	1	1	Ernst	1					0	1631	0		9			Persoonsgegevens: overleden vóór 4 juni.
991	503	Hottinga	van	1	1	Hero	1					0		0	"Persoonsgegevens: wordt genoemd in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 224 (waarschijnlijk achtste generatie), maar zonder leefjaren.
Het is niet geheel zeker dat de advocaat-fiscaal van de Admiraliteit in Friesland identiek is aan de ordinaris gedeputeerde ter Staten-Generaal en de gecommitteerde in de Raad van State."	9			
992	1070	Huber		1	1	Hermanus Ulricus	0					0		0		9			
993	491	Inthiema	van	1	1	Frederick	0					0		0		9			
994	494	Itsma		1	1	Wibrandus	0					0		0		9			
995	495	Jacobi		1	1	Gerardus	0					0		0		9			
996	133	Jongema	van	1	1	Frans	1					0	1640	0		9			
997	753	Jurryens		1	1	Agge	0					0		0		9			
998	42	Kamstra		1	1	Renick	0					0	1522	0		9	9.0	4.0	
999	931	Kiestra		1	1	J.	0					0		0		9			
1000	613	Kingma		1	1	Pytter	0					0		0		9			
1001	612	Kingma		1	1	Jan	0					0		0		9			
1002	1095	Leij	van der	1	1	Jan Hendrick Jarichsz.	0				1566.0	1		0	"Persoonsgegevens: overleden na 1630.
Overig: auteur van 'Tghesicht des grooten zeevaerts. Met de wonderbaerlijcke aert ende natuyre der coursen. Tsampt de platte pas-caerten met hare spherische lopers, dienstich om soo wel der werelts lenghde als breete te meten (voor desen ondoenlijck) in de groote zee' (Franeker 1619)."	9			
1003	12	Liauckama		1	1	Schelte	0					0	1503	0	Overig: was grietman van Wymbritseradeel 1500-1503.	9			
1004	31	Metsch		1	1	Bernhard	0					0	1513	0		9			
1005	1052	Nauta		1	1	Herman Sinnesz.	0					0		0		9			
1006	1062	Nauta		1	1	Bavius	0					0		0		9			
1007	855	Nauta		1	1	Bavius	0					0		0		9			
1008	44	Rataller		1	1	Johan	0					0	1540	1		9			
1009	36	Reischach	von	1	4	Simon	0					0		0		9			
1010	999	Scheltinga	van	1	1	Martinus	0					0		0	Persoonsgegevens: de handtekening in het eedboek van de Provinciale Rekenkamer van Friesland (Tresoar, archief Staten van Friesland 1580-1795, inv. nr. 2614) wijkt af van die van zijn naamgenoten in hetzelfde tijdvak (1744-1820 en 1736-1799, beiden elders in deze database). In M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) komt hij echter niet voor.	9			
1011	1090	Scheltinga	van	1	1	Dirk	0					0		0		9			
1012	779	Schwartzenberg en Hohenlansberg	thoe	3	1	Georg Wilco	1					0		0		9			
1013	941	Siersma		1	1		0					0		0		9			
1014	427	Sirtema van Grovestins		1	1	Edzard	1					0		0	"Persoonsgegevens: wordt genoemd in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 135 en II, 84, maar zonder leefjaren.
Overig: was grietman van Hennaarderadeel 1671-1706."	9			
1015	428	Sirtema van Grovestins		1	1	Idzart	1					0	1613	0	Overig: was grietman van Menaldumadeel 1603-1613.	9			
1016	529	Sirtema van Grovestins		1	1	Frederik	1					0	1669	0	"Persoonsgegevens: mogelijk identiek aan de elders in deze database (zonder leefjaren) voorkomende Frederik van Grovestins, gecommitteerde in de Admiraliteit in Friesland vanaf 1631.
Overig: was ontvanger-generaal van Friesland."	9	30.0	7.0	
1017	27	Taubenheim	von	1	1	Christof	0					0	1536	0		9			
1018	839	Winter		1	3	Feijo Johan	0					0		0	Persoonsgegevens: mogelijk promotie in de rechten, dus 'mr.'.	9			
1019	24	Ziegler		1	1	Caspar	0					0	1518	0		9			
1020	336	Bouricius	van	1	4	Jacobus	0					0	1672	0	Overig: was grietman van Engwirden 1657-1672.	9	29.0	12.0	
1021	338	Bouricius	Crack van	1	1	Johannes	0					0	1700	0	Overig: was grietman van Engwirden 1677-1697.	9	27.0	3.0	
