	IDRegent	Geslachtsnaam	Tussenvoegsel	IDAdellijkeTitel	IDAcademischeTitel	Voornaam	Adel	Adelspredikaat	Heerlijkheid	Heerlijkheid2	Geboortejaar	OnbepaaldGeboortedatum	Overlijdensjaar	OnbepaaldOverlijdensdatum	Opmerkingen	Periode	overlijdensdag	overlijdensmaand	Opmerkingen2
151	330	Boelens	van	1	1	Tjerk	0					0		0	Overig: was grietman van Achtkarspelen 1618-1637 en 1639-1648.	9			
152	332	Boner		1	1	Albert Evertsz.	0					0	1611.0	0		9	3.0	3.0	
153	334	Bottinga	van	1	1	Jacobus	0					0		0		9			
154	335	Bourboom		1	1	Jacob	0					0		0		9			
155	341	Bruninga		1	1	Jelle Pietersz.	0					0	1688.0	0		9			
156	342	Bruinsma		1	3	Ciprianus	0					0		0	Persoonsgegevens: wordt genoemd in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) II, 148, maar zonder leefjaren.	9			
157	343	Bruinsma		1	1	Regnerus	0					0		0		9			
158	344	Buma		1	1	Wibrand	0					0		0		9			
159	357	Burmania	van	1	4	Ulbo	1	jonkheer			1737.0	0	1818.0	0	"Persoonsgegevens: Baerdt en De Haan Hettema geven  afwijkend jaar van overlijden 1816.
Adelspredicaat: 1814.
Overig: was grietman van Leeuwarderadeel 1765-1795."	9	18.0	8.0	
160	363	Cammingha	van	1	1	Rienk	1					0		0	Persoonsgegevens: M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 75 geeft twee personen met deze naam, waarbij onduidelijk is welke van hen de hier genoemde is.	9			
161	378	Doman		1	1	Horatius	0					0		0		9			
162	433	Haersma		1	1	Anneus Jacobi	0					0		0		9			
163	444	Haersma	van	1	1	Hector Livius	0				1737.0	0	1820.0	0	Overig: was grietman van Smallingerland 1770-1795.	9	15.0	1.0	
164	450	Harckes		1	1	Harmen	0					0		0		9			
165	383	Douma	van	1	1	Erasmus	1					0	1581.0	0	"Overig: Baerdt van Sminia noemt hem ook gecommitteerde in de Provinciale Rekenkamer van Friesland, maar lijkt hem te verwarren met Epo van Douma (elders in deze database).
Was grietman van Doniawerstal 1577-1580."	9			
166	384	Douma	van	1	1	Johan Edzard	1					0	1676.0	0	Overig: was grietman van Engwirden 1673-1676.	9	26.0	7.0	
167	385	Doyem	van	1	3	Orck	0					0		0	"Persoonsgegevens: overleden vóór 1597. Mogelijk promotie in de rechten, dus 'mr.'.
Overig: was secretaris van Harlingen (Resolutiën der Staten-Generaal 6 (1588-1589), bewerkt door N. Japikse ('s-Gravenhage 1922) 10)."	9			
168	387	Eckringa		1	1	Harmanus	0					0		0		9			
169	388	Ennema		1	1	Paulus Jansz.	0					0		0		9			
170	389	Ens		1	1	Dirck Sjoerdsz.	0					0		0	Overig: was burgemeester van Leeuwarden 1669 en 1670, maar geen lid van de vroedschap.	9			
171	391	Erix		1	1	Hans	0					0		0		9			
172	398	Eysinga	van	1	1	Tjallingh	1				1596.0	0	1653.0	0	"Persoonsgegevens: Baerdt geeft afwijkend jaar van overlijden 1658.
Overig: was grietman van Rauwerderhem 1635-1639 en van Menaldumadeel 1639-1653."	9			
173	400	Eysma		1	1	Timen Fransz.	0					0		0		9			
174	401	Feddens		1	1	Fedde	0					0		0		9			
175	405	Fockens		1	1	Sako	0				1599.0	0	1652.0	0	Overig: was grietman van Opsterland 1623-1650.	9			
176	407	Fogelsangh		1	3	Dirck	0					0		0	Persoonsgegevens: wordt genoemd in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 352 en II, 241, maar zonder leefjaren.	9			
177	408	Franckena		1	1	Abel	0					0		0	Persoonsgegevens: wordt genoemd het Nieuw Nederlandsch Biografisch Woordenboek. Onder red. van P.C. Molhuysen en P.J. Blok (10 dln.; Leiden 1911-1937) 8, 565, maar zonder leefjaren.	9			
178	409	Franckena		1	3	Matthias	0					0		0	Persoonsgegevens: wordt genoemd in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) II, 36, maar zonder leefjaren.	9			
179	410	Frankena		1	1	Reynier	0					0		0		9			
180	411	Fransz.		1	1	Frans	0					0		0		9			
181	414	Gauma		1	1	Tjaerd	0					0		0		9			
182	415	Geldorp		1	3	Oenias	0					0		0		9			
183	416	Gemmenich	van	1	1	Cornelis	0					0		0	Persoonsgegevens: wordt genoemd in M. de Haan Hettema A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) II, 26, maar zonder leefjaren.	9			
184	425	Gravius		1	3	Martinus	0					0	1644.0	0	Overig: was grietman van 't Bildt 1639-1644.	9			
185	426	Grettinga		1	1	Rinnert Oedses	0					0		0		9			
186	429	Sirtema van Grovestins		1	1	Oene	1					0		0	Overig: was grietman van Hennaarderadeel 1647-1671.	9			
187	430	Gualtheri		1	4	Henricus	0					0	1614.0	1	Persoonsgegevens: mogelijk overleden in 1616.	9			
188	459	Harings		1	1	Reimer	0					0		0		9			
189	464	Haubois		1	1	Cornelius	0					0		0		9			
190	466	Heemstra		1	1	Saphaeus	1					0		0	Persoonsgegevens: mogelijk identiek aan Feye van Heemstra, genoemd in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 169 en II, 108, geboren 1630, overleden 7 maart 1690. Dit op basis van de lijst van Engels van Gedeputeerde Staten van Friesland (zie de institutionele toelichting bij dat college), die toevoegt: 'Saphaeus (= Feye?)'	9			
191	470	Heerma	van	1	1	Johan	0					0		0		9			
192	471	Herema	van	1	1	Tjerck	0					0	1655.0	0	"Persoonsgegevens: was bij zijn overlijden meer dan 80 jaar oud.
Overig: Was grietman van Menaldumadeel 1613 (volgens De Haan Hettema 1623)-1639."	9			
193	472	Heins		1	1	Jan	0					0		0		9			
194	475	Herbranda	van	1	1	Haye	0					0		0	"Persoonsgegevens: wordt genoemd in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) II, 202, maar zonder leefjaren.
Overig: was grietman van Achtkarspelen 1581-1593."	9			
195	516	Veltdriel		1	3	Johan	0					0		0		9			
196	518	Staackmans		1	1	Willem	0					0	1640.0	0		9	2.0	11.0	
197	519	Lycklama		1	1	Esaias	0					0	1639.0	0	Overig: was grietman van Oost-Stellingwerf 1624-1639 en van West-Stellingwerf in 1639.	9			
198	521	Heemstra		1	1	Foecke Piers	1					0		0	Overig: het is niet geheel zeker dat de gecommitteerde in de Raad van State en de commies-generaal identiek zijn. De gecommitteerde in de Raad van State was burgemeester van Harlingen.	9			
199	522	Schuurman		1	1	Abram	0				1595.0	0		0		9			
200	523	Loo	van	1	1	Albert	1					0		0	Persoonsgegevens: wordt genoemd in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 266 en II, 178, maar zonder leefjaren.	9			
201	324	Beyma	van	1	4	Eduard Marius	0				1755.0	0	1825.0	0	Overig: Van Beyma weigerde zijn benoeming dd. 8 mei 1807 tot Assessor van de Landdrost van Friesland.	9	6.0	8.0	
202	476	Hiddema		1	1	Goslick	1					0		0	Persoonsgegevens: wellicht identiek aan de Goslick Hiddema in Nederland's Adelsboek 45 (1952) 252, overleden in 1593.	9			
203	478	Hillebrandts		1	1	Dirck	0					0		0		9			
204	479	Hillebrandts		1	1	Jacobus	0					0		0		9			
205	480	Hillebrandts		1	1	Wilhelmus	0					0		0		9			
206	481	Hottinga	van	1	1	Douwe	1					0	1662.0	0	Overig: was grietman van Barradeel 1610-1661.	9	29.0	7.0	
207	482	Hottinga	van	1	1	Jan	1					0	1610.0	1	Overig: was grietman van Barradeel 1600-1610.	9			
208	485	Humalda	van	1	1	Sjuck	1					0	1585.0	0	Overig: was grietman van Oostdongeradeel 1582-1585.	9			
209	486	Idema	van	1	4	Aedo Alma	0				1742.0	0	1803.0	0	"Persoonsgegevens: De Nederlandsche Leeuw geeft afwijkend geboortejaar 1730.
Overig: was grietman van Engwirden 1772-1795."	9			
210	490	Idzaerda	van	1	1	Meynardus	0					0	1618.0	0	Overig: was grietman van West-Stellingwerf 1600-1618.	9	22.0	12.0	
211	492	Isbrandi		1	1	Eco	0					0		0		9			
212	493	Itsma		1	1	Egbert Annes	0					0		0		9			
213	984	Burmania	van	1	1	Tjaert	1				1670.0	1	1702.0	0	Overig: was grietman van Leeuwarderadeel 1688-1702.	9	24.0	8.0	Persoonsgegevens: overlijden mogelijk 25 augustus.
214	361	Burum	van	1	1	Allard	0				1678.0	0	1729.0	0	Overig: was grietman van Doniawerstal 1705-1722 en van Ferwerderadeel 1722-1729.	9	6.0	7.0	Persoonsgegevens: overlijden mogelijk 7 juli.
215	496	Kempenaer	van Andringa de	1	1	Regnerus Livius	0				1752.0	0	1813.0	0	"Overig: Algemeen Nederlandsch Familieblad noemt zitting in de Admiraliteit in Friesland. Dit wordt echter door andere bronnen niet bevestigd.
Was grietman van Lemsterland 1772-1795."	9	3.0	12.0	
216	371	Coehoorn	van	3	1	Gosewijn Theodoor	1				1679.0	1	1737.0	0	Persoonsgegevens: De Haan Hettema en Raad van State 450 jaar geven afwijkende overlijdensdatum 14 mei in plaats van 14 maart.	9	14.0	3.0	
217	499	Sierksma		1	4	Rembert	0					0	1603.0	0		9	19.0	3.0	
218	500	Jansz.		1	1	Frans	0					0		0	Overig: Raad van State 450 jaar. Repertorium ('s-Gravenhage 1983) 128 geeft zitting in dat college van 5 april 1614 tot 18 mei 1616. Een commissie werd echter niet aangetroffen; wel van Frans Fransz., waardoor er sprake lijkt van verwarring tussen deze twee.	9			
219	501	Eysinga	van	1	1	Gellius	1				1590.0	1		0		9			
220	134	Doyem	van	1	4	Orck	0				1579.0	1	1641.0	0	Overig: Vries noemt hem gecommitteerde in de Provinciale Rekenkamer van Friesland in 1611, maar dit wordt door andere bronnen niet bevestigd.	9	30.0	10.0	Persoonsgegevens: overlijden mogelijk 31 oktober.
221	504	Juckema	van	1	1	Epo Jacobsz.	0					0	1619.0	0		9			
222	505	Rinia	van	1	1	Ritscke	0					0	1618.0	0	Overig: was grietman van Westdongeradeel 158?-1618.	9			
223	944	Heloma	van	1	1	Tjaerd Michiels	0				1618.0	1	1657.0	0	"Overig: was grietman van Engwirden 1652-1657.
Was volgens Nederland's Patriciaat in 1656 gecommitteerde in de Generaliteits-Rekenkamer, maar daarvoor is elders geen bewijs gevonden."	9	1.0	4.0	
224	507	Oenema	van	1	1	Tinco	0					0	1631.0	0	Overig: was grietman van Schoterland 1591-1627.	9	20.0	8.0	
225	575	Haersma	van	1	4	Hans Hendrik	0		Nederhorst Den Berg	Horstwaerde	1760.0	0	1825.0	0	Persoonsgegevens: Genealogische en heraldische bladen geeft afwijkend geboortejaar 1761.	9	4.0	9.0	
226	508	Velsius		1	3	Wilhelmus	0					0		0	Persoonsgegevens: vermeld in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 399 en II, 277, maar zonder leefjaren. Mogelijk promotie in de rechten, dus 'mr.'.	9			
227	1133	Heemstra		1	1	Pierius	1					0	1679.0	0		9			Persoonsgegevens: overleden vóór 8 december.
228	512	Nanninga		1	1	Jan	0					0		0		9			
229	524	Roorda	van	1	1	Frederik	1					0	1665.0	0	Overig: was grietman van Lemsterland vanaf 1641.	9	29.0	7.0	
230	526	Scheltinga	de Blocq van	1	4	Daniel	0				1621.0	0	1703.0	0	"Overig: was volgens Raad van State 450 jaar ook gecommitteerde in de Generaliteits-Rekenkamer, maar dat is blijkens de resoluties van dat college onjuist. Hetzelfde werk, alsmede Baerdt noemt hem als gedeputeerde ter Staten-Generaal in 1650. Het betrof hier een afvaardiging naar de zogenaamde Grote Vergaderering; de functie is derhalve hieronder niet opgenomen als ordinaris deputatie.
Was grietman van Schoterland 1647-1692.
Ontvanger-Generaal Friesland 1644."	9	27.0	1.0	
231	252	Hoppers		1	4	Bocke	0					0	1624.0	0		9			Persoonsgegevens: overleden vóór 22 oktober.
232	534	Sevenaar	van	1	1	Barent (Fleins?)	0		Wolfferen			0	1687.0	0	Persoonsgegevens: Haan Hettema, M. de en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) II, 145 noemt een Berent van Sevenaer, heer van Wolfferen, edelman uit Gelderland, gehuwd met een zekere Thibault (zonder leefjaren). Dat hier om dezelfde persoon moet gaan blijkt uit Tresoar, stadhouderlijk archief, inv. nr. 361, jaar 1680, dat hem eveneens heer van Wolfferen noemt.	9			
233	567	Rengers	Juckema van Burmania	3	4	Egbert Sjuck Gerrold	1				1745.0	0	1806.0	0	Overig: was grietman van Wymbritseradeel 1773-1795.	9	24.0	2.0	
234	570	Bère	de	1	1	Arent Julianus Carel	0				1753.0	0	1820.0	0	Overig: was grietman van Hemelumer Oldeferd 1779-1787.	9	26.0	3.0	
235	574	Wassenaer-Obdam	van	4	1	Jacob Unico Willem	1		Wassenaar	Lage, Twickel, Obdam, Spierdijk, Wogmeer, Hensbroek, Zuidwijk, Kernhem, Weldam, Olidam	1769.0	0	1812.0	0	"Persoonsgegevens: Baerdt geeft ten onrechte jaar van overlijden 1794.
Overig: was grietman van Franekeradeel 1793-1794."	9	31.0	8.0	
236	578	Schuylenburch	van	1	4	François Pierre Guillaume	1	jonkheer	Bommenede		1767.0	0	1818.0	0	"Adelspredicaat: 1815.
Overig: was grietman van Ferwerderadeel vanaf 1790."	9	13.0	9.0	
237	561	Kuffeler	de Blocq van	1	1	Jacob Jan	0				1715.0	0	1779.0	0	Persoonsgegevens: Raad van State 450 jaar geeft voornamen 'Jan Jacob'.	9		6.0	Begraven op 29 juni.
238	84	Loo	van	1	1	Boudewijn	1				1520.0	0	1596.0	0	Overig: was grietman van 't Bildt 1555-1557.	9		3.0	Persoonsgegevens: overleden omstreeks 18 maart.
239	603	Jellema		1	1	Uilcke Wibens	0					0		0		9			
240	607	Kan		1	1	Claes	0					0		0		9			
241	611	Kingma		1	1	Gerrolt Intesz.	0					0		0		9			
242	154	Ockinga	van	1	1	Hero	1				1612.0	1	1682.0	0		9			Persoonsgegevens: begraven na april.
243	26	Pflug		1	1	Otto	0					0	1501.0	0		9			Persoonsgegevens: overleden na 26 september.
244	616	Lammertz.		1	1	Adie	0					0		0		9			
245	617	Lomars		1	1	Petrus Dionysius	0					0		0		9			
246	619	Loo	van	1	1	Albert	1					0		0		9			
247	663	Rollema		1	1	Rinnert  Fransz.	0					0		0		9			
248	664	Rispens	van	1	1	Schelto	0					0		0		9			
249	620	Loon	van	1	1	Adrianus	0				1720.0	0	1788.0	1		9			
250	627	Lycklama	van	1	1	Hanso	0					0	1659.0	0	"Persoonsgegevens: De Haan Hettema geeft jaar van overlijden 1650 of 1659; het laatste jaartal is het meest waarschijnlijk, gezien de aanvang van zijn opvolger als grietman van Gaasterland.
Overig: was grietman van Gaasterland 1637-1659."	9	9.0	4.0	
251	629	Lycklama à Nijeholt		1	1	Lubbert	0				1639.0	1	1697.0	0	"Persoonsgegevens: Baerdt geeft afwijkende overlijdensdatum 2 oktober in plaats van 22 augustus.
Overig: Raad van State 450 jaar. Repertorium ('s-Gravenhage 1983) 148 geeft zitting in de Raad van State in 1681, maar daarvoor zijn elders geen bewijzen aangetroffen; bovendien zijn de twee Friese zetels in deze periode reeds bezet (zoals ook uit het genoemde werk zelf blijkt).
Was grietman van Oost-stellingwerf 1661-1697. Aanvang volgens De Haan Hettema onjuist 1647."	9	22.0	8.0	
252	636	Meckema	van	1	1	Sippe	0					0	1600.0	0	Overig: was grietman van Kollumerland 1584-1600.	9			
253	637	Meinsma	(van)	1	1	Hoite	0					0		0		9			
254	638	Moll		1	1	Hanso	0					0		0		9			
255	639	Montsma		1	1	Jan	0					0		0		9			
256	643	Obbes		1	1	Asse	0					0		0	Overig: was grietman van Haskerland 1582-1601.	9			
257	645	Oenema	van	1	1	Tiberius	0					0	1640.0	0	Overig: was grietman van Utingeradeel 1619-1622.	9	22.0	5.0	
258	646	Oldaens		1	1	Petrus	0					0		0		9			
259	647	Oosterzee	van	1	1	Christiaen Johannes	0					0		0	Overig: was grietman van Lemsterland 1609-1635.	9			
260	648	Oosterzee		1	3	Epeus	0					0		0		9			
261	649	Osinga	van	1	1	Sijbren	1					0	1623.0	0	Overig: was grietman van Wonseradeel 1596-1623.	9	7.0	11.0	
262	650	Osinga	van	1	1	Sijbren	1					0	1680.0	0	"Persoonsgegevens: De Haan Hettema geeft overlijden 1680, Baerdt 1679.
Overig: was grietman van Doniawerstal 1652-1679."	9			
263	653	Polman		1	1	Simon	0					0		0		9			
264	654	Potter		1	1	Sjoerd	0					0		0	Overig: Repertorium Raad van State 450 jaar geeft foutief voornaam 'Lievert'.	9			
265	655	Potter		1	1	Sjoerd Sjoerdsen	0					0		0		9			
266	656	Recalff		1	3	Jacob	0					0		0	Persoonsgegevens: genoemd in O. Vries e.a., De heeren van den raede. Biografieën en groepsportret van de raadsheren van het hof van Friesland, 1499-1811 (Hilversum 1999) 308, maar zonder leefjaren. Mogelijk promotie in de rechten, dus 'mr.'.	9			
267	660	Reynalda		1	1	Aede	0					0	1619.0	0	Overig: was grietman van Doniawerstal 1615-1619.	9	27.0	5.0	
268	661	Reynalda		1	1	Auke Edesz.	0					0		0	Overig: was grietman van Doniawerstal 1584-1591.	9			
269	662	Reynalda		1	1	Elardus Augustini	0					0	1610.0	0	Overig: was grietman van Doniawerstal 1591-1610.	9	27.0	10.0	
270	665	Rispens	van	1	1	Sjoerd	0					0		0		9			
271	666	Romckes		1	1	Johannes	0					0		0		9			
272	667	Rommarts		1	1	Matthijs	0					0		0	Persoonsgegevens: in O. Vries e.a., De heeren van den raede. Biografieën en groepsportret van de raadsheren van het hof van Friesland, 1499-1811 (Hilversum 1999) 245 genoemd als stadssecretaris van Leeuwarden 1540-1577, maar zonder leefjaren.	9			
273	110	Richaeus		1	4	Sibrandus	0				1523.0	0	1585.0	0		9			Persoonsgegevens: overleden vóór 22 maart.
274	71	Roussel		1	4	Jacob	0				1508.0	0	1577.0	0		9			Persoonsgegevens: overleden na 16 maart.
275	671	Jongestal		1	1	Joost	0					0		0	Persoonsgegevens: genoemd in aan M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 148, maar zonder leefjaren.	9			
276	673	Dodes		1	1	Andries	0					0		0		9			
277	721	Poutsma		1	3	Petrus	0					0	1712.0	0	Persoonsgegevens: genoemd in O. Vries e.a., De heeren van den raede. Biografieën en groepsportret van de raadsheren van het hof van Friesland, 1499-1811 (Hilversum 1999) 328, maar zonder leefjaren (wel enkele functies vermeld). Mogelijk promotie in de rechten, dus 'mr.'.	9			
278	675	Symonsz.		1	1	Douwe	0					0	1651.0	0		9			
279	676	Rispens	van	1	1	Suffridus	0					0		0		9			
280	677	Bockama	van	1	1	Sybrand	0					0		0		9			
281	679	Schilsma		1	1	Douwe Henrix	0					0		0		9			
282	680	Heydoma		1	1	Teico Tievex	0					0		0		9			
283	683	Alstorphius		1	1	Wynant	0					0		0		9			
284	685	Binckes		1	1	Folkert	0					0		0		9			
285	695	Epema	van	1	3	Hector	1					0		0		9			
286	696	Scheltema	van	1	1	Feye	1					0	1666.0	0	Overig: was grietman van Kollumerland 1653-1666.	9	11.0	11.0	
287	697	Jeltinga	van	1	1	Schelte	1					0		0	Persoonsgegevens: wordt genoemd in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 231, maar zonder leefjaren.	9			
288	700	Schepper	de	1	1	Abraham	0				1635.0	0	1684.0	0		9	11.0	12.0	Persoonsgegevens: overlijden mogelijk 12 december.
289	699	Bootsma	van	1	1	Abbe	1					0		0	Persoonsgegevens: M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 43 noemt twee gelijknamige halfbroers. Aangezien één van beide overleed op 3 april 1670 (bij de ander worden geen leefjaren verstrekt), en de hier bedoelde gecommitteerde in de Admiraliteit op de Maze pas op het reguliere tijdstip werd vervangen (commissie Abraham de Schepper 13 april 1671), gaat het waarschijnlijk om de met Hijlck van Herbranda gehuwde Abbe van Bootsma.	9			
290	701	Grommée		1	1	Gillis	0					0		0		9			
291	704	Scheltinga	van	1	4	Cornelis	0				1743.0	0	1812.0	0	Overig: was grietman van Idaarderadeel 1763-1795.	9			
292	705	Vliet	van	1	4	Joachim	0					0		0		9			
293	706	Hanswijk	van	1	1	Johannes Wilhelmus	0					0		0		9			
294	709	Epema	van	1	1	Fedde	1					0		0		9			
295	710	Donia	Harinxma van	1	1	Ernst	0					0	1634.0	0	Overig: was grietman van Leeuwarderadeel 1616-1634.	9	14.0	10.0	
296	712	Walta	van	1	1	Tjaert	1					0		0	Persoonsgegevens: wordt genoemd in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 401 en II, 278, met de vermelding dat hij vóór 1657 overleden is.	9			
297	713	Waltinga	van	1	1	Andries	1					0		0		9			
298	714	Ockinga	van	1	1	Lolle	1					0	1673.0	0		9			
299	715	Axma		1	1	Petrus	0					0		0		9			
300	716	Walta	van	1	1	Douwe	1					0		0	"Persoonsgegevens: leefde nog in 1679.
Overig: was grietman van Barradeel 1661-1676."	9			
301	722	Wesselius		1	1	Flijto	0					0		0		9			
302	726	Sminia	van	1	1	Aulus	0				1732.0	0		0		9			
303	728	Roorda		1	1	Jan	1					0		0		9			
304	729	Nauta	van	1	4	Frisius	0					0		0		9			
305	730	Dijcxtra		1	1	Sicke	0					0		0		9			
306	761	Schaaff		1	1	Syds	0					0		0		9			
307	772	Wiarda		1	3	Hero	0					0		0		9			
308	49	Camerhouwer		1	1	Cornelis	0					0		0		9			
309	733	Wabbes		1	1	Claes	0					0		0		9			
310	735	Oenema		1	1	Matthijs	0					0	1601.0	0		9	14.0	3.0	
311	736	Ulpius		1	1	Ulpianus	0					0		0		9			
312	737	Reynsz.		1	1	Sybrant	0					0		0		9			
313	738	Tiessen		1	1	Worp	0					0		0		9			
314	739	Saeckesz.		1	1	Syrck	0					0		0	Persoonsgegevens: mogelijk identiek aan Sirck Saeckes in Nederland's Patriciaat 12 (1921-1922) 54, overleden vóór 26 januari 1629.	9			
315	740	Diericxsz.		1	1	Thomas	0					0		0		9			
316	741	Hettinga	van	1	1	Anthony	0					0		0	Persoonsgegevens: in M. de Haan Hettema, en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 206 en II, 139 en 141 worden twee personen genoemd met deze naam, die in dezelfde periode leefden, en beide gecommitteerde in de Admiraliteit in Friesland zijn geweest. Welke van de twee het hier betreft is niet duidelijk.	9			
317	742	Gabbesz.		1	1	Beenke	0					0		0		9			
318	744	Thiessen		1	1	Dierck	0					0		0		9			
319	745	Fogel		1	1	Harrent Hendriksz.	0					0		0		9			
320	185	Schotanus à Sterringa		1	4	Albertus	0				1656.0	0	1703.0	0		9			Persoonsgegevens: overleden tussen 10 april 20 juni.
321	748	Diercksz.		1	1	Dierck	0					0		0		9			
322	749	Herbranda	van	1	1	Feycke	0					0		0	Overig: was grietman van Achtkarspelen 1593-1618.	9			
323	750	Hanckema		1	1	Gabbe Bintsesz.	0					0		0		9			
324	751	Scheltema	van	1	1	Frans	1					0	1653.0	0		9	2.0	11.0	
325	752	Thomas		1	1	Rommert	0					0		0		9			
326	783	Schwartzenberg en Hohenlansberg	thoe	3	1	Wilco	1				1738.0	0	1788.0	0	"Persoonsgegevens: Baerdt geeft afwijkende overlijdensdatum 12 april in plaats van 24 mei.
Overig: was grietman van Wonseradeel 1758-1788."	9	24.0	5.0	
327	242	Hoyer		1	1	Michiel	0					0		0		9			
328	755	Roorda		1	1	Abraham	1					0		0		9			
329	756	Roorda	van	1	1	Carel	1					0		0		9			
330	759	Runia		1	1	Simen Jansz.	0					0		0		9			
331	760	Sappema		1	1	Binnert	0					0		0		9			
332	774	Aepkens		1	1	Aepes Johannes	0					0		0		9			
333	775	Bijencorff		1	1	Jan	0					0		0		9			
334	913	Schwartzenberg en Hohenlansberg	thoe	3	4	Frederik Willem van Ghendt	1				1743.0	0	1774.0	0		9	7.0	6.0	Persoonsgegevens: overlijden mogelijk 8 juni.
335	830	Wellens		1	1	Boudewijn	0				1683.0	0	1755.0	0		9			
336	833	Westerhuis		1	1	Suffridus	0					0	1731.0	0	Persoonsgegevens: het is niet zeker dat alle genoemde functies bij dezelfde persoon horen.	9			
337	835	Wibens		1	1	Rein	0					0		0		9			
338	837	Wielinga		1	4	Everhardus	0					0	1733.0	0		9	24.0	11.0	
339	4	Aytta		1	4	Bucho	1				1465.0	0	1528.0	0		9	3.0	12.0	
340	787	Symons		1	1	Cornelis	0					0		0		9			
341	790	Sixma	van	1	1	Douwe	1					0		0	Overig: was grietman van Barradeel 1676-1684.	9			
342	800	Stansius		1	1	Theodorus	0					0		0		9			
343	801	Stapert		1	1	Hans Douwes	0					0		0		9			
344	802	Stiensma		1	1	Ewout Jetsen	0					0	1672.0	0		9			
345	803	Suiderbaen		1	1	Jan Lolckes	0					0	1680.0	0		9			
346	804	Swart	de	1	1	François	0					0		0		9			
347	5	Eponis		1	4	Mammo	0					0	1504.0	1		9			
348	808	Tadema		1	1	Offke	0					0		0		9			
349	809	Taecema		1	1	Tiberius	0					0		0		9			
350	810	Tamboeser		1	1	Jan	0					0		0		9			
351	811	Tayckes		1	1	Aldert	0					0		0		9			
352	813	Teyens		1	1	Benedictus	0					0		0		9			
353	814	Thijssen		1	1	Dirck	0					0		0		9			
354	815	Thijssen		1	1	Johannes	0					0		0		9			
355	816	Heydoma		1	1	Feye Tjercx	0					0		0	"Persoonsgegevens: genoemd in O. Vries, e.a., De heeren van den raede. Biografieën en groepsportret van de raadsheren van het hof van Friesland, 1499-1811 (Hilversum 1999) 291, maar zonder leefjaren.
Overig: was volgens Vries ook gecommitteerde in de Admiraliteit te Amsterdam, maar dit wordt door andere bronnen niet bevestigd, tenzij deze persoon identiek is aan Teico Tievex Heydoma."	9			
356	819	Unia	van	1	1	Wilhelmus	1					0		0		9			
357	823	Velsen	van	1	4	Adriaen	0					0	1661.0	0		9	25.0	2.0	
358	824	Velsen	van	1	1	Willem	0					0		0	"Persoonsgegevens: overleden vóór 1683.
Overig: was ontvanger-generaal van Friesland."	9			
359	825	Veltriel		1	1	Pieter Janszoon	0					0		0	Overig: had volgens de lijst van Engels van gecommitteerden in de Raad van State (zie institutionele toelichting bij dat college) ook zitting in de Raad van State in 1626 en 1631, maar dit was Johan Veltdriel (elders in deze database).	9			
360	828	Vries		1	1	Allert Jacop(b)s	0					0		0		9			
361	829	Waard	de	1	1	Harmanus	0					0		0		9			
362	838	Wigeri		1	1	Foppius	0					0		0		9			
363	840	Wischa	ter	1	1	Johannes	0					0	1609.0	0	Overig: was grietman van Oost-Stellingwerf 1581(mogelijk eerder)-1609.	9	10.0	3.0	
364	892	Broersma		1	1	Gajus	0					0		0	Persoonsgegevens: is mogelijk de persoon genoemd in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) II, 245 (Gajus van Broersma de jonge).	9			
365	893	Haer	van der	1	4	Daniel	0				1689.0	0	1745.0	0	"Persoonsgegevens: Vos geeft afwijkende overlijdensdatum 23 in plaats van 22 januari. 
Overig: was grietman van Hemelumer Oldeferd 1743-1745."	9	22.0	1.0	
