	IDBron	Bron	Periode
210	317	Drossaers, S.W.A. [Regesten bij] Delftse statenkloosters: Heilige Maria op den Berg Sion 1440-1584 (Den Haag 1916)	0
211	319	Drossaers, S.W.A. Inventaris Delftse statenkloosters: Sint-Barbara 1275-1575 (Den Haag 1916)	0
212	320	Sernee, J.M., S.W.A. Drossaers, W.G. Feith. Inventaris van het klooster van Sint-Elisabeth (Den Haag 1920)	0
213	321	Sernee, J.M., S.W.A. Drossaers, W.G. Feith. [Regesten bij] Inventaris van het klooster van Sint-Elisabeth (Den Haag 1920)	0
214	322	Sernee, J.M., S. W.A. Drossaers, W.G. Feith. Inventaris van het archief van de ontvangers van kloosters en andere stichtingen in Delfland (Den Haag 1920)	0
215	324	Bondam, J.K., P.A. Meilink. Inventaris van een verzameling stukken, afkomstig van jhr. dr. C.G.W.F. van Vredenburch (Den Haag 1924)	0
216	326	Sernee, J.M., S.W.A. Drossaers en W.G. Feith [Regesten bij] Inventaris van het archief van de proosdij St. Barbara in Bethlehem te Den Haag, 1470-1579 (Den Haag 1920)	0
217	327	Sernee, J.M., S.W.A. Drossaers en W.G. Feith. Inventaris van het archief van het klooster Maria Magdalena in Bethanie te 's-Gravenzande (Den Haag 1920)	0
218	328	Sernee, J.M., S.W.A. Drossaers en W.G. Feith. [Regesten bij] Inventaris van het archief van het klooster Maria Magdalena in Bethanie te 's-Gravenzande (Den Haag 1920)	0
219	329	Martens van Sevenhoven, A.H. Archief van het kapittel van Sint Maria op het Hof te 's-Gravenhage (Den Haag 1914)	0
220	330	Martens van Sevenhoven, A.H. [Regesten bij] Archief van het kapittel van Sint Maria op het Hof te 's-Gravenhage (Den Haag 1914)	0
221	331	Bijlsma, R., C.H. van Marle. Inventaris van het archief van de Staten-Generaal 1576-1588 (Den Haag 1976)	0
222	332	Bijlsma, R., C.H. van Marle. Inventaris van het archief van de Kamer van Tresorie dezer landen[1586] Kamer van Financien en Domeinen [1586] Kamer van de Tresorie [1586-1588]  (Den Haag 1976)	0
223	334	Aalst, G.M. van. Inventaris van de collectie charters ontvangen van het Centraal Bureau voor Genealogie (regesten), 1457-1829 (Den Haag 1976)	0
224	335	Jaeger, J. Inventaris van de collectie handschriften van de derde afdeling ARA tot 1950 (Den Haag 1968)	0
225	336	Haar, C.C. ter. [Regesten bij] Inventaris van de archieven van de heerlijkheden van Oost- en West-Barendrecht en Canisse tot het jaar 1850 (Den Haag 1923)	0
226	337	Kan, F. van. Leids patriciaat tot 1420 http://www.janvanhouten.nl/pat/pat_frame.htm (bezocht 31-08-2016)	0
227	338	Sloof, J.H.M. De oudste bestuursregisters van het hoogheemraadschap van Rijnland (1444-1520) regesten van de handelingen van dijkgraaf en hoogheemraden (Leiden 1999)	0
228	339	Kort, J.C. Inventaris van het archief van de familie Van Wassenaer van Duvenvoorde 1226-1996 (Den Haag 2002)	0
229	340	Kort, J.C. (bewerkt door N. Friedel). Collectie familie van Mathenesse (1251) 1311-1760 (1861-1917) (Den Haag 1988, bewerkt 2008)	0
230	157	Burgers, J.W.J. Registers Hollandse grafelijkheid, 1299-1345, AW (http://resources.huygens.knaw.nl/registershollandsegrafelijkheid/oorkonde)  (20-06-2014)	0
231	341	Kort, J.C. Inventaris van het archief van het huis Offem en de families Van Limburg Stirum, Doys en Van der Does 1428-1937 (Den Haag 1983)	0
232	342	Abdij van Egmond 1140-1574. Haarlems archief	0
233	343	Abdij van Egmond 1140-1574 [Regesten]. Haarlem archief	0
234	344	Brand, Hanno. Over macht en overwicht; stedelijke elites in Leiden 1420-1510 http:// www.janvanhout.nl/brand/br-frame.htm (bezocht op 19-09-2016)	0
235	345	Janse, Antheun. Ridderschap in Holland (Hilversum 2009)	0
236	346	Brand, Hanno. Floris en Jan van Boschuysen: Leidse edelen aan het Beierse en Bourgondische Hof. Leidschrift jrg. 14 nr. 1 (april 2000)	0
237	347	Kokken, H. Steden en Staten (Den Haag 1991)	0
238	348	Gonnet, C. J. en R. D. Baart de la Faille. Oud-archief stad Hoorn 1356-1815 (1918, herzien in 2009-2010)	0
239	349	Gonnet, C. J. en R. D. Baart de la Faille. [Regesten bij] Oud-archief stad Hoorn 1356-1815 (1918, herzien in 2009-2010)	0
240	350	Gonnet, C.J. Oud archief stad Medemblik 1414-1813	0
241	351	Gonnet, C.J. [Regesten bij] Oud archief stad Medemblik 1414-1813	0
242	352	Gonnet, C.J. [Inleiding] Oude archief stad Medemblik 1414-1813	0
243	353	Inventaris van het archief van de stad van Alkmaar 1254 (1325) - 1815 (1816)	0
244	354	Brieffies, W. Stede en gemeente Grootebroek 1364-1949. (Grootebroek 1985, 1997)	0
245	355	Brieffies, W. [Regesten bij] Stede en gemeente Grootebroek 1364-1949. (Grootebroek 1985, 1997)	0
246	356	Bruin, J. de. Archieven van de dorpen Abbekerk en Lambertschaag en gemeente Abbekerk 1399- 1945 (1977)	0
247	357	Inventaris van de familie Van Egmond van de Nijenburg 1428-1765.	0
248	358	DelaHaye, A. Archief ambachtsheerlijkheid Oud en Nieuw-Vossemeer en Vrijberge 1410-1962. (Oud-Vossemeer 1965)	0
249	359	DelaHaye, A. [Regesten bij] Archief ambachtsheerlijkheid Oud en Nieuw-Vossemeer 1410-1962. (Oud-Vossemeer 1965)	0
250	361	DelaHaye, A. Vossemeer land van 1000 heren. 1969	0
251	362	Stads- en gemeentebestuur van Beverwijk (gemeente Beverwijk) 1298-1817, regesten	0
252	363	Inventaris van het stadsbestuur van Haarlem 1245-1572	0
253	366	Rekeningen van de grafelijkheid van Holland uit de Beierse periode. RGP GS 182 Serie II: rekeningen van de rentmeesters der domeinen 1393-1396 (Den Haag 1980)	0
254	367	Rekeningen van de grafelijkheid van Holland uit de Beierse periode. RGP GS 237 Serie I: hofrekeningen en de dijkgraafsrekeningen van de Grote Waard 1358-1361 (Den Haag 1997)	0
255	368	Rekeningen van de grafelijkheid van Holland uit de Beierse periode. RGP GS 239 Serie I: rekeningen van de tresorier en de dijkggraaf van de Grote Waard 1393-1396 (Den Haag 1997)	0
256	371	Steensel, A. van. Edelen in Zeeland (Leiden 2010)	0
257	372	Niermeyer, J.F. Bronnen voor de economische geschiedenis van het Beneden-Maasgebied 1e deel 1104-1399. RGP GS 172. (Den Haag 1968)	0
258	14	Fruin, R., [Inventaris van] Het archief van prelaat en edelen van Zeeland ('s-Gravenhage 1904)	0
259	373	Niermeyer, J. F. (bewerkt door J. G. Smit) Bronnen voor de economische geschiedenis van het Beneden-Maasgebied 2e deel: rekeningen van de Hollandse tollen 1422-1534, RGP GS 236 (Den Haag 1997)	0
260	374	Middeleeuwse dwangburchten in W-Friesland en Alkmaar. Kasteel de Nieuwburg in de 14e eeuw. Baljuwschap. Update 18-12-2012 (webside)	0
261	375	Middeleeuwse dwangburchten in W-Friesland en Alkmaar. Kasteel de Nieuwburg in de 15e eeuw. Meer feiten uit grafelijke archieven. Update 31-05-2012 (webside)	0
262	376	Middeleeuwse dwangburchten in W-Friesland en Alkmaar. Rampspoed in de 16e eeuw. Revisie 13-10-2015 (webside)	0
263	377	Middeleeuwse dwangburchten in W-Friesland en Alkmaar. Kasteel de Middelburg in de 14e eeuw. Slotvoogden (webside)	0
264	378	Kort, J.C. Repertorium op de grafelijke lenen in Friesland ten westen van het Vlie, 1254-1649.	0
265	379	"T.T.A.B.M. van der Aalst,  College van de Oude Schutters van de
voetboog van Sint-Joris, vanaf 1837 gecombineerd met het college van de Jonge Schutters
van de handboog te Heusden, 1392 - 1906 (1937)"	0
266	380	Collectie aanwinsten, afkomstig van het Rijksarchief in Noord-Brabant, 1417-1899.	0
267	381	"Streekarchief Land van Heusden en Altena, Heusden, Collectie aanwinsten, afkomstig van het
Rijksarchief in Noord-Brabant, 1417 - 1899, toegang 0353."	0
268	382	Streekarchief Land van Heusden en Altena, Heusden, T.T.A.B.M. van der Aalst, College van de Oude Schutters van de voetboog van Sint-Joris, vanaf 1837 gecombineerd met het college van de Jonge Schutters van de handboog te Heusden, 1392 - 1906 (1937).	0
269	383	Uil, H., Inventaris van het archief van de stad Goes (1267) 1449-1851 (1927). Goese inventarisreeks nr. 1. Goes 1980.	0
270	384	"Streekarchief Land van Heusden en Altena, Heusden, Fred v.d. Kieboom, Inventaris R.-K. Parochie Sint-Jan Geboorte te
Vlijmen, 1365-1960 (2004), toegang 0416, Heusden 2010."	0
271	385	"Streekarchief Land van Heusden en Altena,  T.T.A.B.M. van der Aalst, Inventaris van Waterschap Oudland van Altena,
1511-1958. Heusden 2009."	0
272	388	superintendant van de Bewapening van de Zuiderzee	0
273	389	Stadsarchief Woerden 1393-1811 (bezocht 19-01-2012)	0
274	390	Notarieel Archief Woerden, inv. nr. 8496 (bezocht 19-04-2012)	0
275	391	Inventaris van het Archief van het Groot-Waterschap van Woerden (bezocht 19-04-2012)	0
276	392	Andries Vierlingh, Tractaet van dyckagie, uitgeg. door J. de Hullu en A.G. Verhoeven, 2 dln. 's-Gravenhage 1920 Rijks Geschiedkundige Publikatiën, Kleine serie 20, 20a.	0
277	393	Gegevens betreffende roerend en onroerend bezit in de Nederlanden in de 16e eeuw, bew. door H.A. Enno van Gelder, 2 dln., 's-Gravenhage 1972-1973 (Rijks Geschiedkundige Publicatiën, Grote serie 140-141).	0
278	394	Johan van Oldenbarnevelt, Bescheiden betreffende zijn staatkundig beleid en zijn familie I, 1570-1601, uitg. door S.P. Haak, 's-Gravenhage 1934 (Rijks Geschiedkundige Publicatiën, Grote serie 80.	0
279	395	Kernkamp, G.W., Archivalia uit de Baltische landen met betrekking tot de Nederlandse geschiedenis 1191-1792, 's-Gravenhage 1909 (Rijks Geschiedkundige Publicatiën Kleine Serie 4).	0
280	396	Unger, W.S., De tol van Iersekeroord. Documenten en rekeningen 1321-1572, 's-Gravenhage 1939 (Rijks Geschiedkundige Publicatiën Kleine Serie 29)	0
281	397	Brom, G en A.H.L. Hensen., Romeinse bronnen voor de kerkelijke geschiedenis van Nederland, 1521-1914, 's-Gravenhage 1922 (Rijks Geschiedkundige Publicatiën Grote Serie 52)	0
282	398	Westfries archief, Oudarchief van de stad Hoorn (bezocht 15-09-2017)	0
283	128	Fruin, R., [Inventaris van] De rekeningen en andere stukken in 1607 uit de Hollandsche rekenkamer naar de Zeeuwsche overgebracht ('s-Gravenhage 1909), inventaris	0
284	399	Smit, H.J., Bronnen tot de geschiedenis van den handel met Engeland, Schotland en Ierland 1150-1585, 2 dln., 4 bdn., 's-Gravenhage 1928-1950 (Rijks Geschiedkundige Publicatiën Grote Serie 65, 66, 86, 91)	0
285	400	Nationaal Archief, archief graven van Holland	0
286	401	Schiedam, Gemeentearchief, Oudrechtelijk archief Schiedema inv.nr. 177, bewerkt door A. van der Tuijn ter Hoon (bezocht 9-2-2011)	0
287	402	Schiedam, Gemeentearchief, Nadere toegang nr. 69.1 = Transcriptie van Kohier van de 10e penning van 1553 van Schiedam, ed. A. van der Tuijn (bezocht 3-02-2011)	0
288	403	Schiedam, Gemeentearchief, Nadere toegangen nr. 69.2 = Transcriptie van Kohier van de 10e penning van 1557 van Schiedam, ed. A. van der Tuijn (bezocht 3-02-2011)	0
289	404	Schiedam, Gemeentearchief, Nadere toegangen nr. 69.3 = Transcriptie van de 10e penning van 1561 van Schiedam, ed. A. van der Tuijn (bezocht 3-02-2011)	0
290	405	Schiedam, Gemeentearchief, Nadere toegangen nr. 52.1 = Transcriptie van Kohier van de 100e penning van 1575 van Schiedam, ed. A. van der Tuijn (bezocht 03-02-2011	0
291	406	Schiedam, Gemeentearchief, Nadere toegangen nr. 52.2 = Transcriptie van kohier van de 100e penning van 1575 van Oud-Mathenesse, ed. A. van der Tuijn (bezocht 03-02-2011)	0
292	407	Rotterdam, Gemeentearchief, Archief voormalige Gemeente IJsselmonde Inventarisnummer 183 = Oud-rechterlijk archief IJsselmonde: Protocol van grondverkopen en hypotheken beginnende met den jare 1552 (bezocht 27-28-09-2017)	0
293	408	Streekarchief Rijnstreek, Stadsarchief Woerden	0
294	409	Regionaal Archief Alkmaar, Archief van het Hoogheemraadschap van de Hondsbossche en Duinen te Petten	0
295	410	Regionaal Archief Alkmaar, Archief van het ambacht van Westfriesland, genaamd Geestermerambacht	0
296	411	Regionaal Archief Alkmaar, Archief van de Familie Van Egmond van Nijenburg	0
297	412	Archief van de gemeente Schagen, 1415-1813	0
298	413	Regionaal Archief Alkmaar, Archief van de gemeente Schagen, 1415-1813	0
299	414	Regionaal Archief Alkmaar, Archief van de gemeente Schoorl en Groet	0
300	415	Regionaal Archief Alkmaar, Archief van de Banne Graft-De Rijp	0
301	416	"Wagenaar, F.P., ""Dat de regeringe niet en bestaet by het corpus van de magistraet van Den Hage alleen"". De Sociëteit van 's-Gravenhage (1587-1802. Een onderzoek naar bureaucratisering (
Hilversum : Verloren 1999"	0
302	417	Wapenheraut, maandblad gewijd aan Geschiedenis, geslacht-, Wapen-, Oudheidkunde, enz.	0
303	418	"Beresteyn, E.A. van, Cohier van de vermogensbelasting te Haarlem anno 1511, Jaarboek van het Centraal Bureau voor Genealogie 1 (1947) 77-92,
,"	0
304	419	Rotterdam, Gemeentearchief, Archief Oost- en West-IJsselmonde en Gemeente IJsselmonde	0
305	420	Linden van den Heuvell, J.H. van en J. Hoogendijk Kzn, De regeering van Vlaardingen, Wapenheraut 15 (1911), 193-288	0
306	421	Register van allen den schouten, burghermesteren, schepenen, XXXVI raiden ende allen anderen regenten der stede Amstelredamme [Utrecht 1597]	0
307	422	Nationaal Archief, Grafelijkheidsrekenkamer, Rekeningen	0
308	423	Mieris, Frans van, Groot charterboek der graaven van Holland, van Zeeland en heeren van Vriesland - - -, 4 dln. (Te Leyden 1753-1756)	0
309	424	Wagenaar. J., Amsterdam, in zyne opkomst, aanwas,geschiedenissen, voorregten, koophandel,gebouwen, kerkenstaat, schoolen, schutterye, gilden en regeeringe, 7 dln., 13 bndn. (Amsterdam 1760-1768)	0
310	425	Walvis, I., Beschryving der stad Gouda (Gouda [1714])	0
311	189	Fruin, R., [Regesten II bij] Het archief van prelaat en edelen van Zeeland ('s-Gravenhage 1904)	0
312	426	Krol, Hans, De eerste Schouten van Heemstede, in: Librariana (https://librariana.wordpress.com/2012/02/15/de-eerste-schouten-van-heemstede/ (bezocht 13-10-2017).)	0
313	427	Velius, Theodorus, Chronyk van Hoorn, daar in het begin, aanwasch, en tegenwoordige staat dier stad verhaalt worden - - -. Dezen vierden druk met aantekeningen vermeerdert door Sebastiaan Centen (Hoorn 1740)	0
314	428	Velius, Theodorus, Chroniick van Hoorn, daer in verhaelt werden des selven Stadts eerste begin, opcomen, en gedenckweerdige geschiedenissen, tot op den jare 1630 - - -. Derde druck - - - (Hoorn 1648)	0
315	429	Archief Schepenbank Geertruidenberg, regestenlijst inventaris nr. 8, bewerkt door Arjan van Loon	0
316	430	Archief Schepenbank Geertruidenberg, regestenlijst inventaris nr. 9, bewerkt door Arjan van Loon	0
317	431	Archief Schepenbank Geertruidenberg, regestenlijst inventaris nr. 10, bewerkt door Arjan van Loon	0
318	432	Archief Schepenbank Geertruidenberg, regestenlijst inventaris nr. 11, bewerkt door Arjan van Loon	0
319	433	Archief Schepenbank Geertruidenberg, regestenlijst inventaris nr. 12, bewerkt door Arjan van Loon	0
320	434	Archief Schepenbank Geertruidenberg, regestenlijst inventaris nr. 13, bewerkt door Arjan van Loon	0
321	435	Archief Hoogheemraadschap Rijnland, charters	0
322	436	Boitet, Reinier, Beschryving der stadt Delft, - - - (Delft 1729)	0
323	437	Rotterdam, Gemeentearchief, Ambacht en Gemmente Pernis (bezocht 1-11-2017)	0
324	438	Rotterdam, Gemeentearchief, Notariële acten (bezocht 1-11-2017)	0
325	439	Den Haag, Gemeentearchief, Hervormde Gemmente Voorburg (6140-01), Regestenlijst van het Cartularium	0
326	440	L.M.G. Kooperberg , Anna van Borssele, haar geslacht en haar omgeving in: Archief: vroegere en latere mededeelingen voornamelijk in betrekking tot Zeeland, uitg. door het Zeeuwsch Genootschap der Wetenschappen (1938)	0
327	441	Kooperberg, L.M.G., Anna van Borssele, haar geslacht en haar omgeving in: Archief: vroegere en latere mededeelingen voornamelijk in betrekking tot Zeeland, uitg. door het Zeeuwsch Genootschap der Wetenschappen (1938)	0
328	442	Streekarchief Midden Holland	0
329	443	Hoogheemraadschap Rijnland, Registers OAR 11, 12, 13 (1253-1564), ed. William H. TeBrake http://www.janvanhout.nl/tebrake/oar_frame.htm	0
330	444	Unger, J.H.W., De regeering van Rotterdam 1328-1892. Naamlijst van personen die in of van wege de regeering ambten hebben bekleed voorafgegaan door eene geschiedkundige inleiding over den regeeringsvorm van Rotterdam (Rotterdam 1892)	0
331	445	Nederland's Patriciaat ('s-Gravenhage 1910-)	0
332	446	Hoogheemraadschap van Schieland (Oud Archief, OAS) (1299-1953)	0
333	447	Noord-Hollands Archief, nr. 2123, Kloosters te Haarlem	0
334	448	Noord-Hollands Archief, nr. 1573, Stadsbestuur van Haarlem 1245-1572	0
335	449	Noord-Hollands Archief, nr. 3310, Leprooshuis te Haarlem	0
336	450	Noord-Hollands Archief, nr. 140, Familie Roeper te Haarlem	0
337	451	Noord-Hollands Archief, nr. 1614, Familie Van Sypesteyn te Haarlem	0
338	452	Noord-Hollands Archief, nr. 3993, Stadsbestuur van Haarlem 1573-1813	0
339	453	Noord-Hollands Archief, nr. 1561, Kerkvoogdij van de Nederlands-Hervormde Gemeente te Haarlem	0
340	454	Noord-Hollands Archief, nr. 3862, Heerlijkheid Heemstede	0
341	455	Noord-Hollands Archief, nr. 176, Collectie van Losse Aanwinsten (verkregen tot 1984)	0
342	456	Noord-Hollands Archief, nr. 3239, Familie Van Berkenrode te Haarlem	0
343	457	Regionaal Archief Alkmaar, Inventaris van de archieven van de gasthuizen te Alkmaar, 1386-1576	0
344	458	Noord-Hollands Archief, nr. 133, Heerlijkheid Schagen	0
345	188	Fruin, R., [Regesten I,1 bij] Het archief van prelaat en edelen van Zeeland ('s-Gravenhage 1904)	0
346	459	Westfries Archief, nr. 0094 Stede Westwoud, 1414-1810 (...)	0
347	460	Westfries Archief, nr. 0905-1, Stede Sijbekarspel	0
348	461	Noord-Hollands Archief, nr. 3921, Heilig Kerstmisgilde te Haarlem	0
349	462	Noord-Hollands Archief, nr. 131, Heerlijkheid Oosthuizen	0
350	463	Westfries Archief, nr. 0715-01, Oud archief stad Medemblik	0
351	464	Westfries Archief, nr. 1048, Heren van Spanbroek en stede en dorpsbestuur Spanbroek, 1399-1823	0
352	465	Westfries Archief, nr. 0964, Huisarchief Weldam	0
353	466	Westfries Archief, nr. 0120, Oud Archief stad Enkhuizen, 1353-1815 (1872)	0
354	467	Westfries Archief, nr. 0643,  Staties en parochies van Hoorn, dekenaat West-Friesland	0
355	468	Westfries Archief, nr. 0216,  Collectie handschriften en losse archivalia	0
356	469	Westfries Archief, nr. 0514, Kerkenarmenfonds Hoorn	0
357	470	Regionaal Archief Dordrecht, nr. 1052, Archief Gemeente Mijnsheerenland, 1504 - 1813	0
358	471	Regionaal Archief Dordrecht, nr. 955,  Ambachtsheerlijkheid Cromstrijen	0
359	472	Regionaal Archief Dordrecht, nr. 728,  Hoogheemraadschap van de Zwijndrechtse Waard	0
360	473	Regionaal Archief Dordrecht, nr.826,  Gemeente Brandwijk en Gijbeland, 1529-1941	0
361	474	Streekarchief Voorne-Putten, 033, Stad en ambacht Heenvliet, bijlage, schepenvonnisboek	0
362	475	Streekarchief Voorne-Putten, 031, Stad Brielle 1572-1811	0
363	476	Streekarchief Voorne-Putten, 023, Ambacht Zuidland, bijlage: Lijst van functionarissen	0
364	477	Streekarchief Voorne-Putten, 030, Stad Brielle	0
365	478	Streekarchief Voorne-Putten, 619, Collectie Handschriften	0
366	479	Streekarchief Voorne-Putten, 122, Heerlijkheid Heenvliet	0
367	480	Streekarchief Voorne-Putten, 070, De Ring van Putten	0
368	481	Streekarchief Voorne-Putten, 241a, Catharina gasthuis te Brielle	0
369	482	Streekarchief Voorne-Putten, 033, Stad en ambacht Heenvliet	0
370	483	Archief Schouwen-Duiveland, Poorterboeken Zierikzee 1302-1809	0
371	484	Streekarchief Voorne-Putten, 135, Hervormde Kerk Brielle	0
372	485	Gemeentearchief Vlissingen, 100, Stas (Gemeente)bestuur Vlissingen I	0
373	486	Gemeentearchief Vlissingen, 100, Stads (Gemeente)bestuur Vlissingen	0
374	487	Middeleeuwsche rechtsbronnen van stad en lande van Gooiland, ed. D.Th. Enklaar (Utrecht 1932)	0
375	488	Regionaal Historisch Centrum Vecht en Venen, GAW 028-13, Stad Weesp, charters 1349-1793	0
376	489	Regionaal Historisch Centrum Vecht en Venen, SAGV 155.5, Archief van het gerecht Kortenhoef	0
377	490	Regionaal Historisch Centrum Vecht en Venen, SSAN 053.04, Archief van Stad en Lande van Gooiland	0
378	491	Regionaal Historisch Centrum Vecht en Venen, SAGV 060, Archief van het dorpsbestuur van Hilversum	0
379	492	Regionaal Historisch Centrum Vecht en Venen, SAGV 057.7, Archief van de directie van de Veenderij in de Hollands-Ankeveense polder (...)	0
380	493	Kenningboek der stad Leiden, 1570/1580, ed. M.D. Osinga en W.S. Gelinck, 2 dln. ('s-Gravenhage 1928-1930)	0
381	494	Kenningboek der stad Leiden, 1553/1570, ed. A.S. de Blécourt en J.J.A. Wijs (Utrecht 1936)	0
382	495		0
383	496	Rechtsbronnen van Woudrichem en het land van Altena, ed. K. N. Korteweg (Utrecht 1948)	0
384	497	Streekarchief Langestraat, Heusden, Altena, 1001, Dorpsbestuur Baardwijk	0
385	498	Streekarchief Langestraat, Heusden, Altena, 1007, Dorpsbestuur Sprang 1498-1812	0
386	499	Streekarchief Langestraat, Heusden, Altena, 0322, Oud-rechterlijk Archief Heusden  1501-1813	0
387	500	Streekarchief Langestraat, Heusden, Altena, 0416, R.K. parochie sint-Jan Geboorte, Vlijmen 1365-1983 (1994-2004)	0
388	206	Lasonder, L.W.A.M. [Regesten van]De archieven van de rechtbanken, weeskamers en notarissen, die over het tegenwoordig grondgebied der provincie Zeeland gefungeerd hebben. [Deel I] Zeeuwsche eilanden 1456-1811 (1852) (Den Haag 1914).	0
389	501	Gemeentearchief Zaanstad, OA-0126, Ambachtsheerlijkheid (Banne) Westzaan	0
390	502	Nationaal Archief, 3.18.26, Inventaris van het archief van het klooster Sint Michiel in den Hem bij Schoonhoven	0
391	503	Gemeentearchief Alphen aan den Rijn, 112.1.02, Archief van het gerecht van Alphen 1582-1811	0
392	504	Gemeentearchief Alphen aan den Rijn, 143.1.01, Archief van het gerecht van Hazerswoude 1555-1811	0
393	505	Gemeentearchief Alphen aan den Rijn, 114.1.02, Archief van het gerecht van Zwammerdam 1579-1811	0
394	506	Erfgoed Leiden en omstreken, Stadsheerlijkheden en Vroonwateren, I, Archief van de ambachtheerlijkheid De Vennip	0
395	507	Erfgoed Leiden en omstreken, Stadsheerlijkheden en Vroonwateren, III, Archief van de ambachtheerlijkheid Zoeterwoude	0
396	508	Erfgoed Leiden en omstreken, I, Archieven van de kloosters te Leiden en in de vrijheid, B, Sint Agatha- of Sint Aechten-klooster	0
397	509	Erfgoed Leiden en omstreken, I, Archieven van de kloosters te Leiden en in de vrijheid, C, Sint Agnes-klooster	0
398	510	Erfgoed Leiden en omstreken, I, Archieven van de kloosters te Leiden en in de vrijheid, D, Sint Barbara-klooster, genaamd Bethanië	0
399	511	Erfgoed Leiden en omstreken, I, Archieven van de kloosters te Leiden en in de vrijheid, G, Sint Heronymusdal-klooster of Lopsen	0
400	512	Erfgoed Leiden en omstreken, I, Archieven van de kloosters te Leiden en in de vrijheid, N, Nazareth-klooster, van de Grauwe Zusters	0
401	513	Erfgoed Leiden en omstreken, I, Archieven van de kloosters te Leiden en in de vrijheid, O, Sint Hieronymus-klooster, genaamd Roma	0
402	514	Erfgoed Leiden en omstreken, II, Archieven van de begijnhoven te Leiden, B, Sint Pancras begijnhof	0
403	515	Erfgoed Leiden en omstreken, I, Archieven van de kloosters te Leiden en in de vrijheid, P, Sint Ursula-klooster	0
404	516	Erfgoed Leiden en omstreken, III, Archieven van de kloosters buiten Leiden, A, Klooster Engelendaal te Leiderdorp	0
405	517	Erfgoed Leiden en omstreken, III, Archieven van de kloosters buiten Leiden, B, Klooster Mariënpoel te Oegstgeest	0
406	518	Erfgoed Leiden en omstreken, III, Archieven van de kloosters buiten Leiden, C, Klooster van de Elfduizend Maagden te Warmond	0
407	519	Erfgoed Leiden en omstreken, III, Archieven van de kloosters buiten Leiden, C, Klooster Mariënhaven te Warmond	0
408	520	Erfgoed Leiden en omstreken, III, Archieven van de kloosters buiten Leiden, D, Klooster Mariënhaven te Warmond	0
409	521	Erfgoed Leiden en omstreken, III, Archieven van de kloosters buiten Leiden, E, Klooster Rodenburg te Zoeterwoude	0
410	522	BHIC, 239, Klooster Mariënkroon en Mariëndonk in Heusden	0
411	523	BHIC, 346, Collectie Cuypers van Velthoven, 1320-1870	0
412	524	BHIC, 2039, Collectie charters van het Groot Seminarie te Haaren, 1238-1801	0
413	525	BHIC, 346, Kapittel Heusden, 1339-1603	0
414	526	BHIC, 240, Klooster Het Hollandse Huis bij Geertruidenberg	0
415	527	BHIC, 221, Charters van het Provinciaal Genootschap van K&W, 1303-1845	0
416	528	BHIC, 242, Klooster Sint-Catharina in Heusden, 1316-1588	0
417	529	BHIC, 243, Kapittel Heusden, 1339-1603	0
418	530	Utrechts Archief, OA, Ridderlijke Duitsche Orde, Balije van Utrecht	0
419	531	Utrechts Archief, 209, Heerlijkheid Montfoort	0
420	532	West-Brabants Archief, 0600, Stadsbestuur Zevenbergen, Regestenlijst	0
421	533	Utrechts Archief, 218-1, Bisschoppen van Utrecht	0
422	534	Utrechts Archief, 34-4, Notarissen in de stad Utrecht	0
423	192	Waard, C. de. Inventaris van de archieven der besturen van het eiland Walcheren 1511-1870 ('s-Gravenhage 1904)	0
424	535	Utrechts Archief, 709, Archieven bewaard bij het Stadsbestuur van Utrecht - - -	0
425	536	Utrechts Archief, 76, Huis Zuilen	0
426	537	Utrechts Archief, 1005-1, Sint Stevensabdij van Benedictinessen te Oudwijk bij Utrecht	0
427	538	Utrechts Archief, 326, Kalenderbroederschap Oudewater	0
428	539	Utrechts Archief, 26, Familie Des Tombe	0
429	540	Utrechts Archief, 8, Regulierenklooster Vrededael te Utrecht	0
430	541	Utrechts Archief, 221, Kapittel van Sint Marie te Utrecht	0
431	542	Utrechts Archief, 1, Balije van Utrecht van de Johanniterorde	0
432	543	Utrechts Archief, 307, Heerlijkheid Cabauw en Zevender	0
433	544	Utrechts Archief, 1197, Cisterciënzer priorij Onze-lieve-vrouwen of Mariënberg te IJsselstein	0
434	545	Utrechts Archief, 216, Domkapittel te Utrecht	0
435	546	Nationaal Archief, Grafelijkheidsrekenkamer, Registers	0
436	547	Utrechts Archief, 88, Verzamelde stukken van de oud-katholieke kerk in Nederland	0
437	548	Utrechts Archief, 205, Huis Jaarsveld	0
438	549	Utrechts Archief, 254, Huis Wickenburg te 't Goy	0
439	550	Utrechts Archief, 32, Familie Van Boetzelaer	0
440	551	Utrechts Archief, 1001, Huis Amerongen	0
441	552	Utrechts Archief, 17, Collectie Rijsenburg	0
442	553	Gemeentearchief Tholen, 41, Charters gemeente Tholen, 1330-1788	0
443	554	Gemeentearchief Tholen, 2, Stad en gemeente Tholen, 1330-1935	0
444	555	Regionaal Archief Rivierenland, nr.826, Archief van het stadsbestuur van Culemborg, 1318-1813	0
445	556	Zeeuws Archief, 157, Familie Schorer, 1547-1983 (1991)	0
446	557	Zeeuws Archief, 2750, Heren van Veere, 1359-1590	0
447	558	Zeeuws Archief, 2030, Weeskamer Veere, (1454) 1463-1811 (1851)	0
448	559	Zeeuws Archief, 33.3, Verzameling Aanwinsten Rijksarchief in Zeeland 1955-1999, 16e-20e eeuw	0
